                                                    car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                    
 AC-1200013-DDB944C2AE224DD1A96F3C899D9C5B51;332.695;AC;Acrelândia;0.3327;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A7F6B83434AD4601A549C8C8311698B9;412.181;AC;Acrelândia;0.4122;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-28B19291706B460991D5321C23FB2549;792.117;AC;Acrelândia;0.7921;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3FBF810DC418463F8320F0271F2F0D71;378.982;AC;Acrelândia;0.379;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-DC8B116C599E4914A5E12125C399A2B0;60.623;AC;Acrelândia;0.0606;IRU;AT;Aguardando analise
 AC-1200013-EF06789659CD466B870261C83767676D;998.944;AC;Acrelândia;0.9989;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-B7D3F43915AF4672A46665F78DDB0BD3;688.737;AC;Acrelândia;0.69;IRU;AT;Analisado com pendências, aguardando atendimento a outras restrições
 AC-1200013-62399FB734CC4612AA437B3E6CBE88E7;769.960;AC;Acrelândia;0.77;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3973226A5BB942C79D0BD43560930112;534.335;AC;Acrelândia;0.5343;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-AD4789CC58AA43F380DD6079239CD175;744.897;AC;Acrelândia;0.7449;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-281959CE81ED4B3CADBEABCA352FE4C4;414.864;AC;Acrelândia;0.4149;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-1D97FF9DA7E0417CBF73B33AF665C6A1;677.319;AC;Acrelândia;0.6773;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-336433005BAA4ABA9950E82E940C400F;682.990;AC;Acrelândia;0.683;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E965E19ADD8545BAB1B77334A862A9C7;744.468;AC;Acrelândia;0.7445;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D841FE301D7C4375B90F7F413BAB27DA;633.827;AC;Acrelândia;0.6338;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B8ED2007929D4DDE851A49E1BF20DCC9;479.729;AC;Acrelândia;0.4797;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D1E7CA00E24A4D7991962134310153E0;733.526;AC;Acrelândia;0.7335;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-C97FF087F9C549378A5A70AF7091EF19;711.142;AC;Acrelândia;0.7111;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-F966780F160143DD95D6F0F8F9A42C47;418.698;AC;Acrelândia;0.4187;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-0DB49CF2C3B8445283A45BA4766805CA;508.614;AC;Acrelândia;0.5086;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-6CEDCB44C9D2461C9E33411EF0928AEB;465.516;AC;Acrelândia;0.4655;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-B87D65CE248446118133E98289D4BE38;747.663;AC;Acrelândia;0.7477;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-D65FBD297CF347679DE5A884ECFAA0DB;71.736;AC;Acrelândia;0.0717;IRU;AT;Em análise
 AC-1200013-F74929532CBB4668A16F9596389CF80A;405.532;AC;Acrelândia;0.4055;IRU;PE;Aguardando analise
 AC-1200013-D29640E3602049E6ACEB4F61D3495CE4;406.029;AC;Acrelândia;0.406;IRU;PE;Aguardando analise
 AC-1200013-0993E1B1F5374138AFFB25CB1B6CBFBD;411.665;AC;Acrelândia;0.4117;IRU;PE;Aguardando analise
 AC-1200013-EA2A37B7743749A5ADA62865B92C0C93;388.996;AC;Acrelândia;0.389;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-13E3A5FC0425469FB967909EA0A47330;405.528;AC;Acrelândia;0.4055;IRU;AT;Aguardando analise
 AC-1200013-DC41A5C9EE5C4E4A9D6789F5445CE70A;645.081;AC;Acrelândia;0.6451;IRU;AT;Aguardando analise
 AC-1200013-D16EA482E87B4A40B4E52C42CC14E0AF;720.918;AC;Acrelândia;0.7209;IRU;AT;Em análise
 AC-1200013-B2763E8707F247DE9BA984D68A235660;273.424;AC;Acrelândia;0.2734;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-2F49DEA47F0945119CF2D85ED79BC92E;404.030;AC;Acrelândia;0.404;IRU;AT;Aguardando analise
 AC-1200013-0BF949137BD6436189D6B2B454A40558;355.132;AC;Acrelândia;0.3551;IRU;AT;Aguardando analise
 AC-1200013-D9953FD252DC42068B08F87183D21070;922.093;AC;Acrelândia;0.9221;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B2A22D3D45B644909D771D572E59811F;1.122.436;AC;Acrelândia;11.224;IRU;AT;Aguardando análise
 AC-1200013-6A672ECDDACC411DBDE1F3A9A761EFEA;139.450;AC;Acrelândia;0.1395;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-39613ED45357482AA027CF7214E7BD6B;373.044;AC;Acrelândia;0.373;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-0512A0A0980E4FF08BD5A0A341C025B1;333.386;AC;Acrelândia;0.3334;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-1C9EA6D4B42F4E868294B104EDB56F4B;578.402;AC;Acrelândia;0.5784;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BB506910636944FE9D92D738A5EF8C25;717.468;AC;Acrelândia;0.7175;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3DA833C44B774D1F9513A70AE4D1CC22;1.000.287;AC;Acrelândia;10.003;IRU;AT;Aguardando analise
 AC-1200013-D841C3A71C714673A6AA4852D2E9A817;778.295;AC;Acrelândia;0.7783;IRU;PE;Aguardando analise
 AC-1200013-338EABC4DBD34C418B1C4A5AC84A7250;339.271;AC;Acrelândia;0.3393;IRU;AT;Aguardando analise
 AC-1200013-1510FBA7C300417DA0087528D0201F94;435.056;AC;Acrelândia;0.4351;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-363768C81A9F49E0944DB46914D57F01;315.872;AC;Acrelândia;0.3159;IRU;AT;Aguardando analise
 AC-1200013-304233E602EC4870BA1377E430425C12;658.497;AC;Acrelândia;0.6585;IRU;AT;Aguardando analise
 AC-1200013-DA932C14C21C49BB808C7BCF5281056C;363.585;AC;Acrelândia;0.3636;IRU;PE;Aguardando analise
 AC-1200013-19C3E29AF7C8409CB40C02DD6AF4AADF;744.963;AC;Acrelândia;0.745;IRU;AT;Aguardando analise
 AC-1200013-6B73252C662C4EE79F4403FFB98A0A67;553.657;AC;Acrelândia;0.5537;IRU;AT;Aguardando análise
 AC-1200013-24EB9ACDECC9452F9E5D0993F30005F1;294.529;AC;Acrelândia;0.2945;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-6C468D47469D4324B3663664C013A32A;631.036;AC;Acrelândia;0.631;IRU;AT;Aguardando analise
 AC-1200013-9D179BCC9A284206A1A2C94B12B8D4DF;286.929;AC;Acrelândia;0.2869;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A4468BB9E4334109B6F5925519CA8181;557.306;AC;Acrelândia;0.5573;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-87FCD7C36F5E4ACBB20FC02E6FED64A2;787.293;AC;Acrelândia;0.7873;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-713C6121CF4F47B4983651FC70B6174D;405.926;AC;Acrelândia;0.4059;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-EF2105701E9845269F86FEFE8DD71803;713.979;AC;Acrelândia;0.714;IRU;AT;Aguardando análise
 AC-1200013-F094E61F8A1645B3A91718ADA54FCD53;548.897;AC;Acrelândia;0.5489;IRU;AT;Aguardando analise
 AC-1200013-A52DFE8CDB81415E9F5C032A76FDDC4D;290.101;AC;Acrelândia;0.2901;IRU;AT;Aguardando analise
 AC-1200013-EACE712B68864FABAE7D212890D9B944;295.214;AC;Acrelândia;0.2952;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BA44BFE847B44ED98F91A17B7234CF50;700.739;AC;Acrelândia;0.7007;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E7340A526A0446289A53DBA19FF5ADF3;350.457;AC;Acrelândia;0.3505;IRU;AT;Em análise
 AC-1200013-A4E76112BCAC4F22A06EF80592B5D396;142.359;AC;Acrelândia;0.1424;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BFDFF9CACCE644EEB886F9177EAA4B2D;753.054;AC;Acrelândia;0.7531;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-DE1947F02AAA4272AFCB6CE3BD7E7748;190.758;AC;Acrelândia;0.1908;IRU;PE;Aguardando analise
 AC-1200013-7B8208D89C6549E5997B12980E820F3C;811.446;AC;Acrelândia;0.8114;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-91A185DC618845E7B75F79ED8B6CF7E9;405.225;AC;Acrelândia;0.4052;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-A696A3AD7FD34DFFBB4911A7B48B397C;624.825;AC;Acrelândia;0.6248;IRU;AT;Aguardando analise
 AC-1200013-5DB06E06B0B14D838DC11BFE4AD5A2E9;991.528;AC;Acrelândia;0.9915;IRU;PE;Aguardando analise
 AC-1200013-875B84B708424A74BFECD426CBBFF781;674.895;AC;Acrelândia;0.6749;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B6C8A69ABB094D66A6C7EB8043A8729E;73.919;AC;Acrelândia;0.0739;IRU;AT;Aguardando analise
 AC-1200013-5711A2E34EBC4C1FA353E7A60F35DE2D;722.405;AC;Acrelândia;0.7224;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-C36C7AE4B2B445078944FE6EB2FACAA2;589.964;AC;Acrelândia;0.59;IRU;AT;Em análise
 AC-1200013-2727EF657A874B8AB90D8D421787E729;725.765;AC;Acrelândia;0.7258;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-F9F4A1408B054F05940328589721F8BB;98.599;AC;Acrelândia;0.0986;IRU;AT;Em análise
 AC-1200013-EEA6729E0CAE4956A699899DFA047280;144.404;AC;Acrelândia;0.1444;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B9E0F5B6EB6D49F387DA1ACD92125E01;643.585;AC;Acrelândia;0.6436;IRU;AT;Em análise
 AC-1200013-BBC485491B8F4DD9AC463E5E06BF0DB9;1.194.256;AC;Acrelândia;11.943;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-B632B61E658A4F53B178927D567E15D9;661.391;AC;Acrelândia;0.6614;IRU;AT;Aguardando analise
 AC-1200013-8CFEAD72A2974000842F9801FEEB43BB;371.839;AC;Acrelândia;0.3718;IRU;AT;Aguardando analise
 AC-1200013-466FDCD532024BC19F5B08FB681AA325;806.578;AC;Acrelândia;0.8066;IRU;AT;Aguardando analise
 AC-1200013-EB41739993B74613A12F5462DC4E38F1;974.283;AC;Acrelândia;0.9743;IRU;AT;Aguardando analise
 AC-1200013-1B4CD99EE7C5449781E2C7E2C414DABE;716.907;AC;Acrelândia;0.7169;IRU;AT;Em análise
 AC-1200013-A0137AD195154906981E55C4C53B6FE7;996.885;AC;Acrelândia;0.9969;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-FAF4290853364B579E1AF0392BEFCB9C;980.434;AC;Acrelândia;0.9804;IRU;AT;Aguardando análise
 AC-1200013-BFAEB288F67248FD988DE0C6D4F82B80;469.882;AC;Acrelândia;0.4699;IRU;AT;Em análise
 AC-1200013-46675C8284564316801374969EBA41F6;487.266;AC;Acrelândia;0.4873;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-3BC7E51ACFDA44C6A2589C2214871C65;291.128;AC;Acrelândia;0.2911;IRU;AT;Aguardando análise
 AC-1200013-206FFB4746CF40C894E536C1CAEE9C8F;973.880;AC;Acrelândia;0.9739;IRU;AT;Aguardando análise
 AC-1200013-E0A1AFB724CA41BFA9CFD0EB06E89EA4;648.613;AC;Acrelândia;0.6486;IRU;AT;Em análise
 AC-1200013-15E3816FFE6040BE8CA73DBA04026A03;563.675;AC;Acrelândia;0.5637;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-E2005D018BA04201A34DD1694936B9DE;398.233;AC;Acrelândia;0.3982;IRU;AT;Aguardando análise
 AC-1200013-D418ABFFBCDC4301A774E0DA25E60898;742.928;AC;Acrelândia;0.7429;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-29281B7A0A4E4C1C99E4BD061AF48889;52.180;AC;Acrelândia;0.0522;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-D318E3D6BD1F42C6A7E796B0CABB3599;86.078.054;AC;Acrelândia;860.781;AST;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-43A3185B37DE4CDCAEB0CB590AD5BE45;400.720;AC;Acrelândia;0.4007;IRU;AT;Aguardando análise
 AC-1200013-5F9DDAB4ADAB47B98B2CF4EF26D99D7A;2.247.338;AC;Acrelândia;22.473;IRU;AT;Aguardando análise
 AC-1200013-C2C75648CF6C4F38ADF7910789135199;994.343;AC;Acrelândia;0.9943;IRU;PE;Aguardando análise
 AC-1200013-2455B8D6B377443B9CD9E9CD3D00E154;743.849;AC;Acrelândia;0.7438;IRU;AT;Aguardando análise
 AC-1200013-2EF082A4230E40AE92A29FE34B33387C;2.011.709;AC;Acrelândia;20.117;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2588B0537BB3465EBD1A2005B57A5610;351.929;AC;Acrelândia;0.3519;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-10183BE5827B42DC8803758C0AF2B8EB;404.650;AC;Acrelândia;0.4046;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-A294B3166005473FA9EC8BF7F82C8356;401.054;AC;Acrelândia;0.4011;IRU;AT;Em análise
 AC-1200013-0452F3011D2D4E84A9BB93DD8FB0D311;793.389;AC;Acrelândia;0.7934;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-DC7227A295164AC197B2EEF59F2D0D89;348.421;AC;Acrelândia;0.3484;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-638B6ABC607744E188ECE31A8EED9992;505.266;AC;Acrelândia;0.5053;IRU;AT;Aguardando analise
 AC-1200013-45F513A0708A4361BD688DEDED66506D;716.982;AC;Acrelândia;0.717;IRU;AT;Em análise
 AC-1200013-F95B886790494DA9A3AC86CFD04D20CC;310.489;AC;Acrelândia;0.3105;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-E0D0D36891054DD28518CCA9942C9A45;776.237;AC;Acrelândia;0.7762;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-563A722257DD47F8901690636AE42627;1.970.597;AC;Acrelândia;19.712;IRU;AT;Em análise
 AC-1200013-2ED4D21EA36F4BC0960C7598BA371FB7;489.223;AC;Acrelândia;0.4892;IRU;AT;Em análise
 AC-1200013-9C124146CAAA4FFFA9DFBB02B9858437;429.765;AC;Acrelândia;0.4298;IRU;AT;Aguardando analise
 AC-1200013-6A5B32F00EDC432FB5651BF506514159;484.651;AC;Acrelândia;0.4847;IRU;AT;Aguardando analise
 AC-1200013-781CA7F7D60C4CBEB1D3702FA4CDD17E;785.548;AC;Acrelândia;0.7855;IRU;AT;Aguardando análise
 AC-1200013-33A255319CFE434FB01B560D03F13478;54.923;AC;Acrelândia;0.0549;IRU;AT;Aguardando analise
 AC-1200013-6B8751C39E964DC7BB82186B6FECC6DB;44.794;AC;Acrelândia;0.0448;IRU;AT;Aguardando analise
 AC-1200013-73943BEB08EB46B599E2D1829B2E0C51;512.623;AC;Acrelândia;0.5126;IRU;AT;Aguardando analise
 AC-1200013-59099DE76B5A4C4894B29EDB7E2319E5;665.226;AC;Acrelândia;0.6652;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2EC216E8A65247D586E1532653572AEF;260.415;AC;Acrelândia;0.2604;IRU;AT;Aguardando analise
 AC-1200013-0BC31A0BCB0842DD902E607E5DCBFB55;1.296.426;AC;Acrelândia;12.964;IRU;AT;Em análise
 AC-1200013-7DE151264F6F4F979FD320C0683779B0;46.691;AC;Acrelândia;0.0467;IRU;AT;Aguardando analise
 AC-1200013-3655463F3F3B447EAF796FD0DCBD9966;407.565;AC;Acrelândia;0.4076;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-BD8A74C0BDD541B0B1C18B76674D6ADA;103.127;AC;Acrelândia;0.1031;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-EC3271ADB01B4599A1D466CA5855577A;432.266;AC;Acrelândia;0.4323;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-9F47FB8C462D4EB7946FF7916F25C752;405.891;AC;Acrelândia;0.4059;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-0A447ED811ED4CEEAACD27C6B4D7A19C;504.385;AC;Acrelândia;0.5044;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-13B97F9FA0C24133974118AD84D13830;385.438;AC;Acrelândia;0.3854;IRU;AT;Aguardando analise
 AC-1200013-D5215E4390C84C15BECDE8A5F822F488;290.006;AC;Acrelândia;0.29;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-1D6A02716F394179BD3BE227C924D047;286.136;AC;Acrelândia;0.2861;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A34BDD9BF69F4876B3CF8B7338312BA9;631.196;AC;Acrelândia;0.6312;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-E018986AAF52485DBFA80C1C93848D8B;457.924;AC;Acrelândia;0.4579;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 AC-1200013-391E8096B9FB43CE956E71749CE10B6B;676.805;AC;Acrelândia;0.6768;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D92E54D5EF854F5C93F45225354D992F;45.481;AC;Acrelândia;0.0455;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-2176510A6E2244709EF291113CD080C3;185.152;AC;Acrelândia;0.1852;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-ABD2B54891704F56B58B3E2515F42A66;98.522;AC;Acrelândia;0.0985;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-85945B9E80F84FF4A515B5C436C5C319;121.140;AC;Acrelândia;0.1211;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-804F25B4D27D49D783BC8C870251CC7A;115.931;AC;Acrelândia;0.1159;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-7E6838B9DD2148B597DB58F868E7298C;491.491;AC;Acrelândia;0.4915;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-3597FC1133B84CD387E8E8AE26E5D458;415.217;AC;Acrelândia;0.4152;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-A4B42849E0A241F3A5A5F786F98CBC07;580.866;AC;Acrelândia;0.5809;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-C909D0EB542C4CF193AE01B43B7D7466;426.432;AC;Acrelândia;0.4264;IRU;PE;Aguardando analise
 AC-1200013-DEB6EF61582840C3A694947BF5DD4612;740.118;AC;Acrelândia;0.7401;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-BF096ED6A4A84EEAB034AA0C1BD051A5;741.503;AC;Acrelândia;0.7415;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-FA9A251F864A4A57AA0F9D00738827CD;501.951;AC;Acrelândia;0.502;IRU;AT;Aguardando analise
 AC-1200013-B714AD2B46454089A1CC60DBD1244F3D;267.397;AC;Acrelândia;0.2674;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-247370BDDBF24DDF97FFB4BC280D8452;565.289;AC;Acrelândia;0.5653;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-EE4E0F203F1A4B9D96C7503873FA9EF0;349.643;AC;Acrelândia;0.3496;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-C34AD743B1C14788BE869320B842B43C;703.542;AC;Acrelândia;0.7035;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-83C64A5A7F2D40EB9BBFCE41BAC2BBC1;816.945;AC;Acrelândia;0.8169;IRU;AT;Analisado com pendências, aguardando retificação
 AC-1200013-C8237A17393942DFB98AB7BC2B8C372F;232.613;AC;Acrelândia;0.2326;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-AF82DC2E1C524298A4D2AE334F08E3D9;653.316;AC;Acrelândia;0.6533;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-E122757D11A84E7C8B594D8BD65435C5;471.803;AC;Acrelândia;0.4718;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-051878EF353741A6B3A32134A2015458;263.038;AC;Acrelândia;0.263;IRU;AT;Aguardando analise
 AC-1200013-935901CEB5F34216866606C217F6DB2B;655.241;AC;Acrelândia;0.6552;IRU;AT;Aguardando analise
 AC-1200013-6A03575C4CFA4CA3B564E9FA299E1997;516.925;AC;Acrelândia;0.5169;IRU;AT;Aguardando análise
 AC-1200013-9322354417D340ED851CDED4BF6F22EF;1.041.783;AC;Acrelândia;10.418;IRU;AT;Em análise
 AC-1200013-92990085469046289C2B297F29F6849F;574.812;AC;Acrelândia;0.5748;IRU;AT;Aguardando analise
 AC-1200013-23DB2E36C18347058CD6EDAF59DCA2D5;539.694;AC;Acrelândia;0.5397;IRU;AT;Aguardando analise
 AC-1200013-5FB14B5A71B54E9D826CBC077953164A;334.347;AC;Acrelândia;0.3343;IRU;AT;Aguardando analise
 AC-1200013-9AA52CD0B42F40889C54C44DD2EBDF91;407.678;AC;Acrelândia;0.4077;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-FDF75C96B0DB4B8A847D2FD856D2C2BA;22.906.472;AC;Acrelândia;229.065;IRU;AT;Aguardando analise
 AC-1200013-608BE1441CB949A9A113E87CCF464D32;438.537;AC;Acrelândia;0.4385;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-26A3EB71192C4D2492193BAF3ADD1E0B;1.024.506;AC;Acrelândia;10.245;IRU;PE;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-ED2B6AFCE7024FA0B479ACA930FB3FE4;2.236.118;AC;Acrelândia;22.361;IRU;AT;Aguardando analise
 AC-1200013-CDBAAE8D811B495D82E002A712C57D0B;427.517;AC;Acrelândia;0.4275;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-B9B2CD3E6F99475784786F94EBB068A3;593.549;AC;Acrelândia;0.5935;IRU;AT;Em análise
 AC-1200013-ABC65121A8B74B7DB35D606A5F805C18;709.143;AC;Acrelândia;0.7091;IRU;AT;Em análise
 AC-1200013-1313282DBD614BE6A81E55809F4E2237;634.553;AC;Acrelândia;0.6346;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-02A6815D646C4F59A40D1458FCA8C493;840.759;AC;Acrelândia;0.8408;IRU;AT;Aguardando análise
 AC-1200013-08986A569A9F4DEBB64062006CF89902;631.952;AC;Acrelândia;0.632;IRU;AT;Aguardando análise
 AC-1200013-22EBA7CC7D4E4D8190E072798558F992;326.646;AC;Acrelândia;0.3266;IRU;AT;Aguardando análise
 AC-1200013-81F80BC17E0A4BE18105D1D7BE57F672;845.775;AC;Acrelândia;0.8458;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-6E938459B0094A1E9ABBA4FD6C9EE91D;496.220;AC;Acrelândia;0.4962;IRU;PE;Aguardando analise
 AC-1200013-589EEF94CEF7457CB2650E47D1754913;1.019.257;AC;Acrelândia;10.193;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-B146AA30221243B686539E1FD180D7A8;365.330;AC;Acrelândia;0.3653;IRU;AT;Aguardando analise
 AC-1200013-F4A1F245F36A49D4B6242728A0071700;855.485;AC;Acrelândia;0.8555;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-105D2F5D7E1F4521BF808FF689CAFFB9;167.028;AC;Acrelândia;0.167;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12)
 AC-1200013-F328C581BA654BD89D49BAADDCFDB8B2;729.947;AC;Acrelândia;0.7299;IRU;AT;Analisado com pendências, aguardando apresentação de documentos
 AC-1200013-70CD41ED583B446C9C42D03504166230;1.010.495;AC;Acrelândia;10.105;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-D2F3785AB35E49BC96B93F010B7FDF88;512.083;AC;Acrelândia;0.5121;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-ABD4979332CD4721B4636857508A3D88;720.459;AC;Acrelândia;0.7205;IRU;AT;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-36AA98D99CC94FB58F7863D5DB622257;407.263;AC;Acrelândia;0.4073;IRU;AT;Aguardando análise
 AC-1200013-A8DCA130D2114678A4FE9B88C6154A5C;203.488;AC;Acrelândia;0.2035;IRU;AT;Aguardando analise
 AC-1200013-B3C41EE305F44E2B954AF61D98DFE7EE;873.098;AC;Acrelândia;0.8731;IRU;AT;Aguardando analise
 AC-1200013-F87F3F09A0634E31B27A0A22E0A65739;85.742;AC;Acrelândia;0.0857;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 AC-1200013-29A295A1AF954147A8EF2126EFF5E75A;568.436;AC;Acrelândia;0.5684;IRU;PE;Analisado com pendências, aguardando retificação
 AC-1200013-A6E8A05FF69F441EB6720863DE3828FA;252.026;AC;Acrelândia;0.252;IRU;AT;Aguardando analise
 AC-1200013-C8D19D9C0AEB41D38B1797955B9B4E6A;239.863;AC;Acrelândia;0.2399;IRU;AT;Aguardando analise
 AC-1200013-A08A394FA4294D4EBECFFDE00FAB70B2;362.919;AC;Acrelândia;0.3629;IRU;AT;Em análise
