"","Sigla","name","State","region","bioma","y","x","source_of_","coords.x1","coords.x2","encoding"
"212","PA-OR-116","Aviso I","PA","Northern","Amazon_forest","-1.7143","-56.4094","literature",-56.4094,-1.7143,"UTF-8"
"213","PA-OR-116","Aviso I","PA","Northern","Amazon_forest","-1.7143","-56.4094","literature",-56.4094,-1.7143,"UTF-8"
"214","PA-OR-116","Aviso I","PA","Northern","Amazon_forest","-1.7143","-56.4094","literature",-56.4094,-1.7143,"UTF-8"
"215",na,"Bairro da Serra 19","SP","Southeastern","Atlantic_Forest","-24.65","-49","literature",-49,-24.65,"UTF-8"
"216","CE00178","Baixio dos Caboclos","CE","Northeastern",na,"-7.3569","-39.0235","literature",-39.0235,-7.3569,"UTF-8"
"217","CE00532","Baixio dos Lopes","CE","Northeastern",na,"-7.4922","-38.9999","literature",-38.9999,-7.4922,"UTF-8"
"218","CE00532","Baixio dos Lopes","CE","Northeastern",na,"-7.4922","-38.9999","literature",-38.9999,-7.4922,"UTF-8"
"219","RJ00690","Bananeiras","RJ","Southeastern","Atlantic_Forest","-22.8652","-42.2852","literature",-42.2852,-22.8652,"UTF-8"
"220",na,"Barra do Santo Cristo 1","RS","Southern","Atlantic_Forest","-27.568","-54.72","literature",-54.72,-27.568,"UTF-8"
"221",na,"Barragem 7 Fundao","PR","Southern","Atlantic_Forest","-25.65","-52.07","literature",-52.07,-25.65,"UTF-8"
"222",na,"Barrro Branco","SP","Southeastern","Atlantic_Forest","-24.1872","-48.3567","literature",-48.3567,-24.1872,"UTF-8"
"223",na,"Barrro Branco 14","SP","Southeastern","Atlantic_Forest","-24.1858","-48.3589","literature",-48.3589,-24.1858,"UTF-8"
"224",na,"Beliscao","BA","Northeastern","coastal_marine","-11.978","-37.8273","literature",-37.8273,-11.978,"UTF-8"
"225","GO-JU-04","Benedito Arruda","GO","central",na,"-16.0388","-51.6317","literature",-51.6317,-16.0388,"UTF-8"
"226","RS-CM-11","Bento Prestes","RS","Southern","Pampa","-30.845","-52.892","literature",-52.892,-30.845,"UTF-8"
"227","PA-BA-83","Bittencourt","PA","Northern","Amazon_Forest","-1.7421","-48.7305","literature",-48.7305,-1.7421,"UTF-8"
"228","PA-BA-83","Bittencourt","PA","Northern","Amazon_Forest","-1.7421","-48.7305","literature",-48.7305,-1.7421,"UTF-8"
"229",na,"Boa Esperanca","MA","Northern","Amazon_Forest","-2.41","-64.7486","literature",-64.7486,-2.41,"UTF-8"
"230",na,"Boa Esperanca","MA","Northern","Amazon_Forest","-2.41","-64.7486","literature",-64.7486,-2.41,"UTF-8"
"231",na,"Boa Esperanca","MA","Northern","Amazon_Forest","-2.41","-64.7486","literature",-64.7486,-2.41,"UTF-8"
"232",na,"Boa Esperanca","MA","Northern","Amazon_Forest","-2.41","-64.7486","literature",-64.7486,-2.41,"UTF-8"
"233",na,"Boa Esperanca","AM","Northern","Amazon_Forest","-2.7875","-58.2475","literature",-58.2475,-2.7875,"UTF-8"
"234",na,"Boa Esperanca","AM","Northern","Amazon_Forest","-2.7875","-58.2475","literature",-58.2475,-2.7875,"UTF-8"
"235",na,"Boa Esperanca","AM","Northern","Amazon_Forest","-2.7875","-58.2475","literature",-58.2475,-2.7875,"UTF-8"
"236",na,"Boca do Rio","MA","Northern","Amazon_Forest","-2.3866","-45.474","literature",-45.474,-2.3866,"UTF-8"
"237","PA02385","Bom Futuro","PA","Northern","Amazon_Forest","-2.7274","-54.9081","literature",-54.9081,-2.7274,"UTF-8"
"238","PA02385","Bom Futuro","PA","Northern","Amazon_Forest","-2.7274","-54.9081","literature",-54.9081,-2.7274,"UTF-8"
"239","PA02385","Bom Futuro","PA","Northern","Amazon_Forest","-2.7274","-54.9081","literature",-54.9081,-2.7274,"UTF-8"
"240","PA02385","Bom Futuro","PA","Northern","Amazon_Forest","-2.7274","-54.9081","literature",-54.9081,-2.7274,"UTF-8"
"241","AM-IT-35","Bom Socorro","AM","Northern","Amazon_Forest","-3.1137","-58.5604","literature",-58.5604,-3.1137,"UTF-8"
"242","AM-IT-35","Bom Socorro","AM","Northern","Amazon_Forest","-3.1137","-58.5604","literature",-58.5604,-3.1137,"UTF-8"
"243",na,"Bom Sucesso","AM","Northern","Amazon_Forest","-3.12","-59.43","literature",-59.43,-3.12,"UTF-8"
"244","GO-RV-02","Bonsucesso","GO","central","Savannah","-16.8504","-50.0488","literature",-50.0488,-16.8504,"UTF-8"
"245","GO-RV-02","Bonsucesso","GO","central","Savannah","-16.8504","-50.0488","literature",-50.0488,-16.8504,"UTF-8"
"246","GO-RV-02","Bonsucesso","GO","central","Savannah","-16.8504","-50.0488","literature",-50.0488,-16.8504,"UTF-8"
"247","PR-FI-99","Borevi 1","PR","Southern","Atlantic_Forest","-25.2553","-54.4839","literature",-54.4839,-25.2553,"UTF-8"
"248","PR-FI-100","Borevi 2","PR","Southern","Atlantic_Forest","-25.2799","-54.4815","literature",-54.4815,-25.2799,"UTF-8"
"249",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"250",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"251",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"252",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"253",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"254",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"255",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"256",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"257",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"258",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"259",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"260",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"261",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"262",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"263",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"264",na,"Bonin 1 (Urubici-31)","SC","Southern","Atlantic_Forest","-27.9985","-49.5496","literature",-49.5496,-27.9985,"UTF-8"
"265",na,"Cabeludo","MA","Northern","Amazon_Forest","-2.2889","-45.4062","literature",-45.4062,-2.2889,"UTF-8"
"266",na,"Cabeludo","MA","Northern","Amazon_Forest","-2.2889","-45.4062","literature",-45.4062,-2.2889,"UTF-8"
"267",na,"Caboclo","MA","Northern","Amazon_Forest","-2.3069","-45.3867","literature",-45.3867,-2.3069,"UTF-8"
"268","MG-SF-05","Buracao dos Bichos","MG","southeastern",na,"-20.47","-45.96","literature",-45.96,-20.47,"UTF-8"
"269","MG-SF-05","Buracao dos Bichos","MG","southeastern",na,"-20.47","-45.96","literature",-45.96,-20.47,"UTF-8"
"270","PA-BI-04","Cachoeira Grande do Iriri","PA","Northern","Amazon_Forest","-3.91","-52.98","literature",-52.98,-3.91,"UTF-8"
"271","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"272","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"273","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"274","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"275","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"276","SP-PB-Ca.01","Cacapava I","SP","Southeastern","Atlantic_Forest","-23.1452","-45.677","literature",-45.677,-23.1452,"UTF-8"
"277",na,"Caiambé","AM","Northern","Amazon_Forest","-3.58","-64.47","literature",-64.47,-3.58,"UTF-8"
"278",na,"Caiambé","AM","Northern","Amazon_Forest","-3.58","-64.47","literature",-64.47,-3.58,"UTF-8"
"279","PR-FI-127","Cafezal 2","PR","Southern","Atlantic_Forest","-24.9333","-54.418","literature",-54.418,-24.9333,"UTF-8"
"280",na,"Cacoal do Amana","AM","Northern","Amazon_Forest","-2.5072","-64.7337","literature",-64.7337,-2.5072,"UTF-8"
"281",na,"Cacoal do Amana","AM","Northern","Amazon_Forest","-2.5072","-64.7337","literature",-64.7337,-2.5072,"UTF-8"
"282",na,"Cacoal do Amana","AM","Northern","Amazon_Forest","-2.5072","-64.7337","literature",-64.7337,-2.5072,"UTF-8"
"283","RS-S-328","Caipora","RS","Southern","Atlantic_Forest","-29.4667","-50.5","literature",-50.5,-29.4667,"UTF-8"
"284","PA-AT-19","Caldeirao 2","PA","Northern","Amazon_Forest","-5.8766","-50.489","literature",-50.489,-5.8766,"UTF-8"
"285","PA-AT-19","Caldeirao 2","PA","Northern","Amazon_Forest","-5.8766","-50.489","literature",-50.489,-5.8766,"UTF-8"
"286","PA-AT-18","Caldeirao 1","PA","Northern","Amazon_Forest","-5.8766","-50.489","literature",-50.489,-5.8766,"UTF-8"
"287","SCJ-01","Cajazeiras","MA","Northern","Amazon_Forest","-5.52","-47.47","literature",-47.47,-5.52,"UTF-8"
"288","SCJ-01","Cajazeiras","MA","Northern","Amazon_Forest","-5.52","-47.47","literature",-47.47,-5.52,"UTF-8"
"289","PS-02","Camping","RS","Southern","Pampa","-31.698","-52.174","literature",-52.174,-31.698,"UTF-8"
"290",na,"Campos de Lages","SC","Southern","Atlantic_Forest","-27.81","-50.32","literature",-50.32,-27.81,"UTF-8"
"291",na,"Careiro","AM","Northern","Amazon_Forest","-3.3333","-59.75","literature",-59.75,-3.3333,"UTF-8"
"292","RS-MJ-101","Capane","RS","Southern","Atlantic_Forest","-29.836","-53.17","literature",-53.17,-29.836,"UTF-8"
"293",na,"Carcara","SP","Southeastern","Atlantic_Forest","-23.192","-45.9422","literature",-45.9422,-23.192,"UTF-8"
"294",na,"Carcara","SP","Southeastern","Atlantic_Forest","-23.192","-45.9422","literature",-45.9422,-23.192,"UTF-8"
"295","PR-UB-04","Caraja 1","PR","Southern","Atlantic_Forest","-24.4668","-53.1341","literature",-53.1341,-24.4668,"UTF-8"
"296",na,"Caraja 1","PR","Southern","Atlantic_Forest","-24.4668","-53.1341","literature",-53.1341,-24.4668,"UTF-8"
"297",na,"Caraja 1","PR","Southern","Atlantic_Forest","-24.4668","-53.1341","literature",-53.1341,-24.4668,"UTF-8"
"298","PA00999","Castanha","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"299",na,"Castanha","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"300",na,"Cavalo Branco","PA","Northern","Amazon_Forest","-5.1732","-49.0426","literature",-49.0426,-5.1732,"UTF-8"
"301",na,"Cavalo Branco","PA","Northern","Amazon_Forest","-5.1732","-49.0426","literature",-49.0426,-5.1732,"UTF-8"
"302",na,"Cavalo Branco","PA","Northern","Amazon_Forest","-5.1732","-49.0426","literature",-49.0426,-5.1732,"UTF-8"
"303",na,"Cavalo Branco","PA","Northern","Amazon_Forest","-5.1732","-49.0426","literature",-49.0426,-5.1732,"UTF-8"
"304",na,"Cedro","PA","Northern","Amazon_Forest","-2.6403","-54.7811","literature",-54.7811,-2.6403,"UTF-8"
"305",na,"Cedro","PA","Northern","Amazon_Forest","-2.6403","-54.7811","literature",-54.7811,-2.6403,"UTF-8"
"306",na,"Cel. Passos Maia","SC","Southern","Atlantic_Forest","-26.782","-52.061","literature",-52.061,-26.782,"UTF-8"
"307",na,"Caverna Morro Azul 1","PR","Southern","Atlantic_Forest","-24.1","-50.27","literature",-50.27,-24.1,"UTF-8"
"308","PR-UV-01","Casa de Pedra","PR","Southern","Atlantic_Forest","-26.1097","-51.6307","literature",-51.6307,-26.1097,"UTF-8"
"309",na,"Cinco Irmaos","RO","central_west","Amazon_Forest","-9.383072","-64.359911","literature",-64.359911,-9.383072,"UTF-8"
"310","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"311","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"312","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"313","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"314","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"315","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"316","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"317","PA-OR-127","Cipoal do Araticum","PA","Northern","Amazon_Forest","-1.7764","-56.5039","literature",-56.5039,-1.7764,"UTF-8"
"318","PA-MT-59","Coroata","PA","Northern","Amazon_Forest","-2.0676","-54.1644","literature",-54.1644,-2.0676,"UTF-8"
"319",na,"Copetti","SC","Southern","Atlantic_Forest","-27.9283","-49.696","literature",-49.696,-27.9283,"UTF-8"
"320",na,"Copetti","SC","Southern","Atlantic_Forest","-27.9283","-49.696","literature",-49.696,-27.9283,"UTF-8"
"321","MS-MI-01","Corrego Lalima","MS","Southwest",na,"-20.5678","-56.2823","literature",-56.2823,-20.5678,"UTF-8"
"322","ZM-CR-01","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"323","ZM-CR-01","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"324","ZM-CR-01","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"325","ZM-CR-01","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"326","PR-SA-57","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"327","PR-SA-57","Corrego do Maranhao","MG","central",na,"-20.7346","-42.1582","literature",-42.1582,-20.7346,"UTF-8"
"328","PR-SA-57","Corrego Jacutinga","PR","Southern","Atlantic_Forest","-24.0218","-50.5648","literature",-50.5648,-24.0218,"UTF-8"
"329","MS-PD-06","Corrego Uere","MS","Southwest",na,"-21.703","-52.431","literature",-52.431,-21.703,"UTF-8"
"330","MS-PD-06","Corrego Uere","MS","Southwest",na,"-21.703","-52.431","literature",-52.431,-21.703,"UTF-8"
"331","MS-PD-06","Corrego Uere","MS","Southwest",na,"-21.703","-52.431","literature",-52.431,-21.703,"UTF-8"
"332","PA-AL-34","Costa Junior","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"333",na,"Culuene 1","MT","Central",na,"-14.52","-52.89","literature",-52.89,-14.52,"UTF-8"
"334",na,"Culuene 1","MT","Central",na,"-14.52","-52.89","literature",-52.89,-14.52,"UTF-8"
"335","PA-AT-22","Deus me Livre 1","PA","Northern","Amazon_Forest","-5.84","-50.45","literature",-50.45,-5.84,"UTF-8"
"336","PA-AT-22","Deus me Livre 1","PA","Northern","Amazon_Forest","-5.84","-50.45","literature",-50.45,-5.84,"UTF-8"
"337","PA-AT-23","Deus me Livre 2","PA","Northern","Amazon_Forest","-5.84","-50.45001","literature",-50.45001,-5.84,"UTF-8"
"338","PA-AT-23","Deus me Livre 2","PA","Northern","Amazon_Forest","-5.84","-50.45001","literature",-50.45001,-5.84,"UTF-8"
"339",na,"Darci","SC","Southern","Atlantic_Forest","-27.6886","-50.8417","literature",-50.8417,-27.6886,"UTF-8"
"340",na,"DiCarli","SC","Southern","Atlantic_Forest","-27.7271","-50.7952","literature",-50.7952,-27.7271,"UTF-8"
"341","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"342","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"343","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"344","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"345","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"346","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"347","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"348","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"349","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"350","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"351","RS-AN-03","Darci Grazziotin","RS","Southern","Atlantic_Forest","-28.6734","-50.4241","literature",-50.4241,-28.6734,"UTF-8"
"352",na,"Domingos II","SP","Southeastern","Atlantic_Forest","-22.5142","-51.974","literature",-51.974,-22.5142,"UTF-8"
"353","ZM-JF-02","Emílio Barão","MG","central",na,"-21.7785","-43.6133","literature",-43.6133,-21.7785,"UTF-8"
"354",na,"Edineia","SC","Southern","Atlantic_Forest","-27.6846","-50.8442","literature",-50.8442,-27.6846,"UTF-8"
"355","ES-CI-02","ES-CI-02","ES","Southeastern",na,"-20.77","-41.15","literature",-41.15,-20.77,"UTF-8"
"356","ES-VI-41","ES-VI-41","ES","Southeastern",na,"-20.0103","-40.18","literature",-40.18,-20.0103,"UTF-8"
"357",na,"Escola","RO","central_west",na,"-10.7251","-61.8191","literature",-61.8191,-10.7251,"UTF-8"
"358","TO00550","Estiva 2","TO","central",na,"-10.6771","-48.438","literature",-48.438,-10.6771,"UTF-8"
"359","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"360","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"361","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"362","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"363","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"364","SC-AG-107","Euclides Granzoto","SC","Southern","Atlantic_Forest","-27.717","-51.1199","literature",-51.1199,-27.717,"UTF-8"
"365",na,"Fazenda I","AM","Northern","Amazon_Forest","-5.7666","-61.2792","literature",-61.2792,-5.7666,"UTF-8"
"366","PA00993","Fazenda Cacau","PA","Northern","Amazon_Forest","-4.1909","-55.4569","literature",-55.4569,-4.1909,"UTF-8"
"367","RS-RG-02","Fazenda Soares","RS","Southern","Pampa","-31.847","-52.222","literature",-52.222,-31.847,"UTF-8"
"368","RS-RG-02","Fazenda Soares","RS","Southern","Pampa","-31.847","-52.222","literature",-52.222,-31.847,"UTF-8"
"369","RS-RG-02","Fazenda Soares","RS","Southern","Pampa","-31.847","-52.222","literature",-52.222,-31.847,"UTF-8"
"370","SC-PQ-18","Fazenda Bananeiras II","SC","Southern","Atlantic_Forest","-28.312","-50.4141","literature",-50.4141,-28.312,"UTF-8"
"371","SC-PQ-18","Fazenda Bananeiras II","SC","Southern","Atlantic_Forest","-28.312","-50.4141","literature",-50.4141,-28.312,"UTF-8"
"372","SC-PQ-17","Fazenda Bananeiras I","SC","Southern","Atlantic_Forest","-28.3103","-50.4142","literature",-50.4142,-28.3103,"UTF-8"
"373","MT01160","Fazendinha","MT","central",na,"-16.495","-54.8439","literature",-54.8439,-16.495,"UTF-8"
"374","PR-FI-22","Foz do Bela Vista 1","PR","Southern","Atlantic_Forest","-25.4451","-54.6029","literature",-54.6029,-25.4451,"UTF-8"
