"","Sigla","name","State","region","bioma","y","x","source_of_","coords.x1","coords.x2","encoding"
"433","SC-TA-04","Induma","SC","Southern","Atlantic_Forest","-27.037","-49.9672","literature",-49.9672,-27.037,"UTF-8"
"434","SC-TA-04","Induma","SC","Southern","Atlantic_Forest","-27.037","-49.9672","literature",-49.9672,-27.037,"UTF-8"
"435",na,"Itagua","MG","Southeastern",na,"-22.4439","-45.0847","literature",-45.0847,-22.4439,"UTF-8"
"436",na,"Itajuba 1","RS","Southern","Atlantic_Forest","-27.544","-54.668","literature",-54.668,-27.544,"UTF-8"
"437",na,"Ita","RS","Southern","Atlantic_Forest","-27.27","-52.329","literature",-52.329,-27.27,"UTF-8"
"438","RS-PE-28a","Irmaos Almeida","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"439","RS-PE-28a","Irmaos Almeida","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"440","PA-ST-29","Itapacura I","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"441","PA-ST-30","Itapacura II","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"442","PA-ST-30","Itapacura II","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"443","PA-AL-39","Itapinima I","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"444","PA-AL-39","Itapinima I","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"445","PA-AL-39","Itapinima I","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"446","PA-AL-39","Itapinima I","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"447",na,"Jacuruxi","AM","Northern","Amazon_Forest","-3.2282","-60.4237","literature",-60.4237,-3.2282,"UTF-8"
"448",na,"Jacuruxi","AM","Northern","Amazon_Forest","-3.2282","-60.4237","literature",-60.4237,-3.2282,"UTF-8"
"449",na,"Jaco","BA","Northeastern",na,"-8.812900000000001","-38.7875","literature",-38.7875,-8.8129,"UTF-8"
"450","PA-BA-85","Jambuacu","PA","Northern","Amazon_Forest","-1.8896","-48.6066","literature",-48.6066,-1.8896,"UTF-8"
"451","PA-BA-85","Jambuacu","PA","Northern","Amazon_Forest","-1.8896","-48.6066","literature",-48.6066,-1.8896,"UTF-8"
"452","PR.AR.INP.025","Jaguariaiva","PR","Southern","Atlantic_Forest","-24.3059","-49.9423","literature",-49.9423,-24.3059,"UTF-8"
"453","RS-MJ-98","Jeronimo Rodrigues","RS","Southern","Atlantic_Forest","-29.761","-53.249","literature",-53.249,-29.761,"UTF-8"
"454","RS-MJ-42","Joao Cantarelli","RS","Southern","Atlantic_Forest","-29.824","-53.383","literature",-53.383,-29.824,"UTF-8"
"455","SC01749","Joao da Silva 3","SC","Southern","Atlantic_Forest","-27.7417","-50.8199","literature",-50.8199,-27.7417,"UTF-8"
"456","SC01749","Joao da Silva 3","SC","Southern","Atlantic_Forest","-27.7417","-50.8199","literature",-50.8199,-27.7417,"UTF-8"
"457","SC01749","Joao da Silva 3","SC","Southern","Atlantic_Forest","-27.7417","-50.8199","literature",-50.8199,-27.7417,"UTF-8"
"458","SC01749","Joao da Silva 3","SC","Southern","Atlantic_Forest","-27.7417","-50.8199","literature",-50.8199,-27.7417,"UTF-8"
"459","SC01749","Joao da Silva 3","SC","Southern","Atlantic_Forest","-27.7417","-50.8199","literature",-50.8199,-27.7417,"UTF-8"
"460","RS-PE-10a","Joao Rodrigues Varela I","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"461","RS-PE-10a","Joao Rodrigues Varela I","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"462","RS-PE-10b","Joao Rodrigues Varela I","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"463","SC-AG-100","Joao Roque Vingla VIII","SC","Southern","Atlantic_Forest","-27.762","-51.1799","literature",-51.1799,-27.762,"UTF-8"
"464","SC-AG-98","Joao Roque Vingla VII","SC","Southern","Atlantic_Forest","-27.7611","-51.1792","literature",-51.1792,-27.7611,"UTF-8"
"465","SC-U-71","Joaquim Bosquero","SC","Southern","Atlantic_Forest","-27.498","-51.75","literature",-51.75,-27.498,"UTF-8"
"466","MG-GV-53","Jovino","MG","Southeastern",na,"-20.97","-46.04","literature",-46.04,-20.97,"UTF-8"
"467","MG-GV-53","Jovino","MG","Southeastern",na,"-20.97","-46.04","literature",-46.04,-20.97,"UTF-8"
"468","MT-FX-11","Kuhikugu","MT","central","Amazon_Forest","-12.5596","-53.1082","literature",-53.1082,-12.5596,"UTF-8"
"469","MT-FX-11","Kuhikugu","MT","central","Amazon_Forest","-12.5596","-53.1082","literature",-53.1082,-12.5596,"UTF-8"
"470","MT-FX-15","Kuguhi","MT","central","Amazon_Forest","-12.3463","-53.0308","literature",-53.0308,-12.3463,"UTF-8"
"471","PA-BA-11","Km 28","PA","Northern","Amazon_Forest","-3.8487","-49.7069","literature",-49.7069,-3.8487,"UTF-8"
"472","AM-IR-11","Lago do Limao","AM","Northern","Amazon_Forest","-3.1836","-60.3446","literature",-60.3446,-3.1836,"UTF-8"
"473","AM-IR-11","Lago do Limao","AM","Northern","Amazon_Forest","-3.1836","-60.3446","literature",-60.3446,-3.1836,"UTF-8"
"474","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"475","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"476","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"477","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"478","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"479","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"480","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"481","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"482","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"483","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"484","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"485","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"486","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"487","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"488","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"489","AM-IR-12","Lago Grande","AM","Northern","Amazon_Forest","-3.225","-60.251","literature",-60.251,-3.225,"UTF-8"
"490","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"491","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"492","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"493","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"494","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"495","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"496","PA00795","Lago do Jacare 1","PA","Northern","Amazon_Forest","-2.8312","-55.2213","literature",-55.2213,-2.8312,"UTF-8"
"497","PR-FI-118","Lagoa Seca","PR","Southern","Atlantic_Forest","-24.7803","-54.3595","literature",-54.3595,-24.7803,"UTF-8"
"498","PR-FI-118","Lagoa Seca","PR","Southern","Atlantic_Forest","-24.7803","-54.3595","literature",-54.3595,-24.7803,"UTF-8"
"499","PR-FI-118","Lagoa Seca","PR","Southern","Atlantic_Forest","-24.7803","-54.3595","literature",-54.3595,-24.7803,"UTF-8"
"500","MS-PR-22","Lagoa Ariranha 1","MS","Southwest","Atlantic_Forest","-22.0969","-52.3986","literature",-52.3986,-22.0969,"UTF-8"
"501","MS-PR-22","Lagoa Ariranha 1","MS","Southwest","Atlantic_Forest","-22.0969","-52.3986","literature",-52.3986,-22.0969,"UTF-8"
"502","RS-LC-80","Lagoa da Porteira 1","RS","Southern","Coastal_Marine","-30.431","-50.605","literature",-50.605,-30.431,"UTF-8"
"503",na,"Lagoa da Porteira 1","RS","Southern","Coastal_Marine","-30.431","-50.605","literature",-50.605,-30.431,"UTF-8"
"504","PA-AL-31","Largo do Bacabal","PA","Northern","Amazon_Forest","-3.54","-52.33","literature",-52.33,-3.54,"UTF-8"
"505","PA-BI-02","Largo do Souza II","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"506","PA-BI-02","Largo do Souza II","PA","Northern","Amazon_Forest","-3.24","-52.21","literature",-52.21,-3.24,"UTF-8"
"507","SC00662","Laranjal I","SC","Southern","Atlantic_Forest","-28.6201","-48.9379","literature",-48.9379,-28.6201,"UTF-8"
"508","RS-PE-11","Leopoldo 5","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"509","RS-68","Leonardo Boeira Silveira","RS","Southern","Atlantic_Forest","-29.0779","-51.033","literature",-51.033,-29.0779,"UTF-8"
"510","RS-PE-21","Leopoldo 7","RS","Southern","Atlantic_Forest","-27.823","-51.1795","literature",-51.1795,-27.823,"UTF-8"
"511","MT-SL-62","Loca da Anta","MT","Central","Savannah","-16.3861","-55.0456","literature",-55.0456,-16.3861,"UTF-8"
"512","MT-SL-62","Loca da Anta","MT","Central","Savannah","-16.3861","-55.0456","literature",-55.0456,-16.3861,"UTF-8"
"513","MT-SL-62","Loca da Anta","MT","Central","Savannah","-16.3788","-55.014","literature",-55.014,-16.3788,"UTF-8"
"514","MT-SL-62","Loca da Anta","MT","Central","Savannah","-16.3861","-55.0456","literature",-55.0456,-16.3861,"UTF-8"
"515","RS-MJ-53","Lincoln Steuernagel","RS","Southern","Atlantic_Forest","-29.417","-53.332","literature",-53.332,-29.417,"UTF-8"
"516","PR-UV-47","Linha navegantes 2","PR","Southern","Atlantic_Forest","-26.0763","-51.5582","literature",-51.5582,-26.0763,"UTF-8"
"517","GO-CA-14","Lourenco","GO","Central","Savannah","-17.0813","-48.4552","literature",-48.4552,-17.0813,"UTF-8"
"518","GO-CA-14","Lourenco","GO","Central","Savannah","-17.0813","-48.4552","literature",-48.4552,-17.0813,"UTF-8"
"519","GO-CA-14","Lourenco","GO","Central","Savannah","-17.0813","-48.4552","literature",-48.4552,-17.0813,"UTF-8"
"520",na,"Mane do Juquinha","MG","Southeastern",na,"-20.4296","-45.6604","literature",-45.6604,-20.4296,"UTF-8"
"521",na,"Mane do Juquinha","MG","Southeastern",na,"-20.4296","-45.6604","literature",-45.6604,-20.4296,"UTF-8"
"522",na,"Manno 1","SC","Southern","Atlantic_Forest","-27.7384","-50.8132","literature",-50.8132,-27.7384,"UTF-8"
"523","SC01734","Luis Carlos 1","SC","Southern","Atlantic_Forest","-27.7299","-50.7999","literature",-50.7999,-27.7299,"UTF-8"
"524","SC01734","Luis Carlos 1","SC","Southern","Atlantic_Forest","-27.7299","-50.7999","literature",-50.7999,-27.7299,"UTF-8"
"525","MS-MJ-01","Maracaju 1","MS","South_west",na,"-21.7743","-55.3896","literature",-55.3896,-21.7743,"UTF-8"
"526","MS-MJ-01","Maracaju 1","MS","South_west",na,"-21.7743","-55.3896","literature",-55.3896,-21.7743,"UTF-8"
"527",na,"Maximiliano de Almeida","RS","Southern","Atlantic_Forest","-27.53","-51.81","literature",-51.81,-27.53,"UTF-8"
"528","MG-26","MG-26","MG","Southeastern",na,"-19.146","-47.26","literature",-47.26,-19.146,"UTF-8"
"529","MG-29","MG-29","MG","Southeastern",na,"-19.152","-47.258","literature",-47.258,-19.152,"UTF-8"
"530","MG-30","MG-30","MG","Southeastern",na,"-19.129","-47.323","literature",-47.323,-19.129,"UTF-8"
"531","MG-31","MG-31","MG","Southeastern",na,"-19.115","-47.342","literature",-47.342,-19.115,"UTF-8"
"532","MMX-11","MMX-11","AP","Nothern","Amazon_Forest","0.9399999999999999","-51.8","literature",-51.8,0.94,"UTF-8"
"533","MG-JF-13","MG-JF-13","MG","Southeastern",na,"-15.14","-44.24","literature",-44.24,-15.14,"UTF-8"
"534","MG-RP-01","MG-RP-01","MG","Southeastern",na,"-16.35","-46.9","literature",-46.9,-16.35,"UTF-8"
"535","MG-RP-01","MG-RP-01","MG","Southeastern",na,"-16.35","-46.9","literature",-46.9,-16.35,"UTF-8"
"536","MG-PA-11","MG-PA-11","MG","Southeastern",na,"-19.232","-47.39","literature",-47.39,-19.232,"UTF-8"
"537","MT-AX-08","Morena","MT","central",na,"-11.9264","-53.5566","literature",-53.5566,-11.9264,"UTF-8"
"538",na,"Monsaras","ES","Southeastern","Atlantic_Forest","-19.5166","-39.8833","literature",-39.8833,-19.5166,"UTF-8"
"539",na,"Monsaras","ES","Southeastern","Atlantic_Forest","-19.5166","-39.8833","literature",-39.8833,-19.5166,"UTF-8"
"540",na,"Morro dos Macacos II","RO","Northern","Amazon_Forest","-8.8393","-64.0235","literature",-64.0235,-8.8393,"UTF-8"
"541",na,"Morro dos Macacos I","RO","Northern","Amazon_Forest","-8.8391","-64.0159","literature",-64.0159,-8.8391,"UTF-8"
"542",na,"Morro dos Macacos II","RO","Northern","Amazon_Forest","-8.8393","-64.0235","literature",-64.0235,-8.8393,"UTF-8"
"543","SC00627","Morro Bonito I","SC","Southern","Atlantic_Forest","-28.6063","-48.9639","literature",-48.9639,-28.6063,"UTF-8"
"544","SC00629","Morro Bonito III","SC","Southern","Atlantic_Forest","-28.6129","-48.9918","literature",-48.9918,-28.6129,"UTF-8"
"545","SC00628","Morro Bonito II","SC","Southern","Atlantic_Forest","-28.6129","-48.9918","literature",-48.9918,-28.6129,"UTF-8"
"546",na,"Morro do Avencal 1 (Urubici-01)","SC","Southern","Atlantic_Forest","-28.0278","-49.6124","literature",-49.6124,-28.0278,"UTF-8"
"547",na,"Morro do Avencal 1 (Urubici-01)","SC","Southern","Atlantic_Forest","-28.0278","-49.6124","literature",-49.6124,-28.0278,"UTF-8"
"548",na,"Morro do Avencal 1 (Urubici-01)","SC","Southern","Atlantic_Forest","-28.0278","-49.6124","literature",-49.6124,-28.0278,"UTF-8"
"549",na,"Mucajatuba","AM","Northern","Amazon_Forest","-2.8709","-58.1756","literature",-58.1756,-2.8709,"UTF-8"
"550","PA-KTM-17","Myryna","PA","Northern","Amazon_Forest","-4.7161","-52.2464","literature",-52.2464,-4.7161,"UTF-8"
"551","SC-AG-108","Murchao","SC","Southern","Atlantic_Forest","-27.7173","-51.1182","literature",-51.1182,-27.7173,"UTF-8"
"552","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"553","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"554","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"555","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"556","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"557","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"558","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"559","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"560","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"561","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"562","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"563","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"564","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"565","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"566","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"567","MT-FX-06","Nokugu","MT","Central","Amazon_Forest","-12.356","-53.2217","literature",-53.2217,-12.356,"UTF-8"
"568","PR-SM-16","Nhapindazal","PR","Southern","Atlantic_Forest","-25.78894433","-50.4387514","literature",-50.4387514,-25.78894433,"UTF-8"
"569","MT-FX-05","Noviari","MT","Central","Amazon_Forest","-12.356","-53.22171","literature",-53.22171,-12.356,"UTF-8"
"570","RO-JI-17","Nova Vida","RO","central_west","Amazon_Forest","-10.6987","-61.8788","literature",-61.8788,-10.6987,"UTF-8"
"571",na,"Nova Ipixuna 3","PA","Northern","Amazon_Forest","-4.9159","-49.0371","literature",-49.0371,-4.9159,"UTF-8"
"572",na,"Nova Ipixuna 3","PA","Northern","Amazon_Forest","-4.9159","-49.0371","literature",-49.0371,-4.9159,"UTF-8"
"573",na,"Ourilandia 2","PA","Northern","Amazon_Forest","-6.7614","-51.0749","literature",-51.0749,-6.7614,"UTF-8"
"574",na,"Ourilandia 2","PA","Northern","Amazon_Forest","-6.7614","-51.0749","literature",-51.0749,-6.7614,"UTF-8"
"575","PA01069","Ourilandia 11","PA","Northern","Amazon_Forest","-6.5327","-51.0599","literature",-51.0599,-6.5327,"UTF-8"
"576","PA01069","Ourilandia 11","PA","Northern","Amazon_Forest","-6.5327","-51.0599","literature",-51.0599,-6.5327,"UTF-8"
"577","PA01069","Ourilandia 11","PA","Northern","Amazon_Forest","-6.5327","-51.0599","literature",-51.0599,-6.5327,"UTF-8"
"578","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"579","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"580","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"581","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"582","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"583","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"584","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"585","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"586","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"587","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"588","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"589","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"590","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"591","AM-IR-09","Osvaldo","AM","Northern","Amazon_Forest","-3.19","-60.3417","literature",-60.3417,-3.19,"UTF-8"
"592","PA01070","Ourilandia 12","PA","Northern","Amazon_Forest","-6.4899","-51.0735","literature",-51.0735,-6.4899,"UTF-8"
"593","PA01070","Ourilandia 12","PA","Northern","Amazon_Forest","-6.4899","-51.0735","literature",-51.0735,-6.4899,"UTF-8"
"594","PA01070","Ourilandia 12","PA","Northern","Amazon_Forest","-6.4899","-51.0735","literature",-51.0735,-6.4899,"UTF-8"
"595","SC00634","Olho D'agua I","SC","Southern","Atlantic_Forest","-28.7917","-49.1972","literature",-49.1972,-28.7917,"UTF-8"
"596","PA00978","Onca Puma 3","PA","Northern","Amazon_Forest","-6.5294","-51.059","literature",-51.059,-6.5294,"UTF-8"
"597","PA00978","Onca Puma 3","PA","Northern","Amazon_Forest","-6.5294","-51.059","literature",-51.059,-6.5294,"UTF-8"
"598","PA00978","Onca Puma 3","PA","Northern","Amazon_Forest","-6.5294","-51.059","literature",-51.059,-6.5294,"UTF-8"
"599","SC00634","Olho D'agua I","SC","Southern","Atlantic_Forest","-28.7917","-49.1972","literature",-49.1972,-28.7917,"UTF-8"
"600","SP01157","Olimpia IV","SP","Southeastern","Atlantic_Forest","-20.6365","-49.0757","literature",-49.0757,-20.6365,"UTF-8"
"601",na,"Otto Aigner 2","SC","Southern","Atlantic_Forest","-27.2502","-52.391","literature",-52.391,-27.2502,"UTF-8"
"602",na,"Otto Aigner 2","SC","Southern","Atlantic_Forest","-27.2502","-52.391","literature",-52.391,-27.2502,"UTF-8"
"603","RS-PE-26a","Odilson Silveira dos Santos","RS","Southern","Atlantic_Forest","-27.86","-51.17","literature",-51.17,-27.86,"UTF-8"
"604","RS-PE-31","Orival da Costa","RS","Southern","Atlantic_Forest","-27.843","-51.178","literature",-51.178,-27.843,"UTF-8"
"605","PR-FI-103","Paineira","PR","Southern","Atlantic_Forest","-25.2013","-54.4586","literature",-54.4586,-25.2013,"UTF-8"
"606",na,"Pacaja Phase","PA","Northern","Amazon_Forest","-3.54","-52.33","literature",-52.33,-3.54,"UTF-8"
"607",na,"P. Costao do Ilhote","SC","Southern","Costal_Marine","-28.5999","-48.8374","literature",-48.8374,-28.5999,"UTF-8"
"608","PR-CT-53","Palmeira 3","PR","Southern","Atlantic_Forest","-25.4716","-49.386","literature",-49.386,-25.4716,"UTF-8"
"609","PR-CT-53","Palmeira 3","PR","Southern","Atlantic_Forest","-25.4716","-49.386","literature",-49.386,-25.4716,"UTF-8"
"610",na,"Paredao","AM","Northern","Amazon_Forest","-3.138","-59.945","literature",-59.945,-3.138,"UTF-8"
"611",na,"Paredao","AM","Northern","Amazon_Forest","-3.138","-59.945","literature",-59.945,-3.138,"UTF-8"
"612",na,"Paredao","AM","Northern","Amazon_Forest","-3.138","-59.945","literature",-59.945,-3.138,"UTF-8"
"613","PA02358","Panorama","PA","Northern","Amazon_Forest","-4.0363","-54.6714","literature",-54.6714,-4.0363,"UTF-8"
"614","PA02358","Panorama","PA","Northern","Amazon_Forest","-4.0363","-54.6714","literature",-54.6714,-4.0363,"UTF-8"
"615","PA-BA-08","Paraiso","PA","Northern","Amazon_Forest","-4.4351","-49.9235","literature",-49.9235,-4.4351,"UTF-8"
"616",na,"Panambi 3","RS","Southern","Atlantic_Forest","-27.692","-54.901","literature",-54.901,-27.692,"UTF-8"
"617",na,"Panema","SO","Southeastern","Atlantic_Forest","-23.59","-48.47","literature",-48.47,-23.59,"UTF-8"
"618","RS-PE-29","Patrocinio Firmino Vieira","RS","Southern","Atlantic_Forest","-27.8271","-51.1934","literature",-51.1934,-27.8271,"UTF-8"
"619",na,"Patrocinio Firmino Vieira","RS","Southern","Atlantic_Forest","-27.8271","-51.1934","literature",-51.1934,-27.8271,"UTF-8"
"620",na,"PE-95-Cm","PE","Northeastern",na,"-8.029999999999999","-34.99","literature",-34.99,-8.03,"UTF-8"
"621",na,"PE-123-Pja","PE","Northeastern",na,"-7.83","-38.09","literature",-38.09,-7.83,"UTF-8"
"622",na,"PE-93-Cm","PE","Northeastern",na,"-8.029999999999999","-34.99","literature",-34.99,-8.03,"UTF-8"
"623",na,"PE-137-Bga","PE","Northeastern",na,"-7.5333","-40.5667","literature",-40.5667,-7.5333,"UTF-8"
"624",na,"PE-86-Cm","PE","Northeastern",na,"-7.9837","-35.0169","literature",-35.0169,-7.9837,"UTF-8"
"625",na,"PE-107-Cm","PE","Northeastern",na,"-8","-35.02","literature",-35.02,-8,"UTF-8"
"626","AM-IT-30","Pedra Chata","AM","Northern","Amazon_Forest","-3.0803","-58.5742","literature",-58.5742,-3.0803,"UTF-8"
"627","PA-IT-09","Pedra Branca","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"628","PA-IT-09","Pedra Branca","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"629","PA-IT-09","Pedra Branca","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"630","PA-IT-09","Pedra Branca","PA","Northern","Amazon_Forest","-4.31","-55.98","literature",-55.98,-4.31,"UTF-8"
"631","GO-JU-39","Pedro Pereira III","GO","Central","Savannah","-16","-52","literature",-52,-16,"UTF-8"
"632","GO-JU-39","Pedro Pereira III","GO","Central","Savannah","-16","-52","literature",-52,-16,"UTF-8"
"633","SC01763","Pedro Oliveira 1","SC","Southern","Atlantic_Forest","-27.6993","-50.7853","literature",-50.7853,-27.6993,"UTF-8"
"634","RS-A-29","Pedro Vieira","RS","Southern","Atlantic_Forest","-28.6816","-50.9283","literature",-50.9283,-28.6816,"UTF-8"
"635","RS-A-29","Pedro Vieira","RS","Southern","Atlantic_Forest","-28.6816","-50.9283","literature",-50.9283,-28.6816,"UTF-8"
"636","RS-A-29","Pedro Vieira","RS","Southern","Atlantic_Forest","-28.6816","-50.9283","literature",-50.9283,-28.6816,"UTF-8"
"637","RS-A-29","Pedro Vieira","RS","Southern","Atlantic_Forest","-28.6816","-50.9283","literature",-50.9283,-28.6816,"UTF-8"
"638",na,"Piracanjuba","SP","Southeastern","Atlantic_Forest","-23.1531","-49.3712","literature",-49.3712,-23.1531,"UTF-8"
"639","PR-NL-07","Pesqueiro Barragem de Rosana","PR","Northern","Amazon_Forest","-22.6119","-52.8533","literature",-52.8533,-22.6119,"UTF-8"
"640",na,"Pirajibu","SP","Southeastern","Atlantic_Forest","-23.4517","-47.3844","literature",-47.3844,-23.4517,"UTF-8"
"641","GO-CA-11","Peixe 2","GO","Central","Savannah","-17.4783","-48.2382","literature",-48.2382,-17.4783,"UTF-8"
