Nome,X,Y,Estado,Municipio
SC-AG-117,"-51.12598","-27.73271",,
SC-AB-50,"-51.12459","-27.61088",,
SC-AB-43,"-51.12428","-27.61839",,
RS-71,"-51.12424","-29.07567",,
SC-AB-51,"-51.12418","-27.60804",,
SC-AG-106,"-51.12354","-27.71855",,
SC-AB-46,"-51.12275","-27.61607",,
SC-AB-49,"-51.12131","-27.61424",,
SC-AG-109,"-51.12091","-27.71365",,
Conceicao,"-51.12048","-27.87",,
SC-AB-48,"-51.11995","-27.61496",,
SC-AG-107,"-51.11988","-27.71698",,
SC-AG-116,"-51.11912","-27.70615",,
SC-AG-108,"-51.11816","-27.71725",,
SC-AB-55,"-51.11815","-27.61093",,
Conceicao,"-51.11807","-27.8686",,
SC-AG-115,"-51.11717","-27.71417",,
Conceicao,"-51.11714","-27.86492",,
SC-AG-113,"-51.11524","-27.78965",,
SC-AB-56,"-51.11133","-27.60767",,
SC-AG-112,"-51.11106","-27.69624",,
SC-AG-64,"-51.11089","-27.63212",,
RS-133,"-51.10966","-29.11296",,
SC-AG-114,"-51.1088","-27.7169",,
RS-66,"-51.10805","-29.11223",,
RS-103,"-51.10689","-29.11229",,
SC-AB-60,"-51.10507","-27.62537",,
SC-AB-62,"-51.10302","-27.62983",,
SC-AG-65,"-51.09867","-27.63752",,
Casas,"-51.0985","-27.96696",,
Casas,"-51.09558","-27.95957",,
SC-AB-66,"-51.09554","-27.6268",,
Zezinho 2,"-51.09531","-27.89162",,
Zezinho 1,"-51.09244","-27.88793",,
RS-64,"-51.09116","-29.11675",,
RS-A-57,"-51.09097","-28.93284",,
SC-AG-76,"-51.09022","-27.63887",,
RS-A-96,"-51.08717","-28.93791",,
Anete,"-51.08708","-29.12158",,
RS-A-51,"-51.08654","-28.95228",,
SC-AG-77,"-51.08565","-27.63783",,
SC-AB-76,"-51.08559","-27.65446",,
RS-A-52,"-51.08486","-28.97435",,
SC-AB-75,"-51.08456","-27.65415",,
SC-AB-77,"-51.08356","-27.6535",,
RS-70,"-51.08115","-29.10053",,
SC-AG-68,"-51.08059","-27.62848",,
SC-AB-73,"-51.08058","-27.64063",,
RS-65,"-51.07802","-29.12076",,
RS-121,"-51.07349","-29.09247",,
Casas,"-51.06973","-28.05655",,
SC-AG-75,"-51.06625","-27.66013",,
SC-AB-79,"-51.06588","-27.63852",,
RS-A-55,"-51.06284","-28.93699",,
RS-A-54,"-51.06176","-28.97855",,
RS-A-56,"-51.05986","-28.93693",,
Casas,"-51.05959","-28.12149",,
SC-AG-25,"-51.05931","-27.65156",,
SC-AB-80,"-51.05801","-27.64141",,
SC-AB-81,"-51.05641","-27.63964",,
SC-AB-111,"-51.05398","-27.63231",,
RS-A-68,"-51.05381","-28.96471",,
SC-AG-23,"-51.05313","-27.65605",,
SC-AB-104,"-51.05286","-27.63525",,
SC-AB-83,"-51.0528","-27.63612",,
RS-A-53,"-51.05192","-28.9603",,
RS-A-74,"-51.05163","-28.96205",,
RS-A-75,"-51.05056","-28.96237",,
RS-A-69,"-51.04983","-29.00123",,
RS-A-98,"-51.04967","-28.98253",,
RS-69,"-51.04957","-29.07657",,
SC-AG-13,"-51.04894","-27.64197",,
SC-AB-96,"-51.04856","-27.63189",,
RS-A-76,"-51.04844","-28.96257",,
SC-AG-18,"-51.04793","-27.65662",,
SC-AB-85,"-51.04764","-27.63716",,
SC-AG-19,"-51.04729","-27.65771",,
RS-A-78,"-51.04725","-28.96374",,
RS-A-95,"-51.04512","-28.96046",,
SuperfaÉa≠cie,"-51.0449","-27.94145",,
Casas,"-51.0417","-27.93646",,
SC-AB-108,"-51.04144","-27.63392",,
SC-AG-16,"-51.04137","-27.65141",,
SC-AG-11,"-51.04074","-27.64254",,
RS-A-60,"-51.0404","-28.96216",,
SC-AB-86,"-51.04019","-27.63476",,
Rio CaetaÉa™ 1,"-51.0385","-24.14586",,
RS-A-89,"-51.03561","-28.95788",,
Casas,"-51.03553","-27.93381",,
SC-AB-87,"-51.03542","-27.63702",,
SC-AG-10,"-51.03535","-27.64455",,
RS-A-72B,"-51.03419","-29.00705",,
RS-A-85,"-51.03342","-28.85441",,
SC-AB-88,"-51.03339","-27.6384",,
RS-68,"-51.03296","-29.0779",,
SC-AG-08,"-51.0324","-27.64694",,
SC-AG-07,"-51.03016","-27.64478",,
RS-A-83,"-51.03008","-28.85516",,
SC-AG-09,"-51.02938","-27.64775",,
SC-AG-06,"-51.02784","-27.64695",,
RS-A-82,"-51.02709","-28.8539",,
RS-A-81,"-51.02655","-28.85555",,
RS-A-84,"-51.02561","-28.8563",,
SC-AG-05,"-51.02529","-27.6446",,
RS-A-100,"-51.02437","-28.86954",,
SC-AG-04,"-51.02409","-27.64521",,
Ribeirao Barreiro 2,"-51.02353","-24.14003",,
SC-AG-12,"-51.02293","-27.6618",,
RS-A-59,"-51.0215","-28.9784",,
RS-A-58,"-51.02136","-28.97696",,
SC-AB-95,"-51.02019","-27.63165",,
RS-A-80,"-51.01963","-28.90879",,
SC-AB-91,"-51.01946","-27.63785",,
RS-A-64,"-51.01936","-28.87682",,
SC-AG-03,"-51.01823","-27.64444",,
RS-A-62,"-51.01756","-28.87394",,
SC-AB-93,"-51.01728","-27.63611",,
RS-A-79,"-51.01683","-28.90441",,
RS-34,"-51.01196","-29.21027",,
SC-AG-02,"-51.00887","-27.64244",,
RS-128,"-51.00738","-29.20949",,
RS-A-90,"-51.0027","-28.96257",,
RS-130,"-50.99914","-29.21917",,
RS-PE-22,"-50.99876","-27.9717",,
RS-38,"-50.99756","-29.20493",,
RS-78,"-50.99566","-28.90616",,
RS-37,"-50.99511","-29.207",,
RS-A-61,"-50.99453","-28.94513",,
RS-80,"-50.99305","-28.91509",,
RS-UP-262,"-50.98895","-27.94913",,
RS-A-45,"-50.98845","-28.69293",,
RS-UP-261,"-50.98509","-27.9483",,
Abrigo sob rocha Casa de Pedra,"-50.9816","-26.07978",,
RS-77,"-50.97989","-28.91627",,
RS-76,"-50.97972","-28.8962",,
RS-UP-267,"-50.97821","-27.98769",,
RS-UP-265,"-50.97811","-27.98338",,
RS-UP-266,"-50.97787","-27.98603",,
RS-UP-263,"-50.97645","-27.98483",,
RS-UP-268,"-50.9757","-27.98736",,
RS-75,"-50.97325","-28.89433",,
Fazenda Garcia 1,"-50.96136","-23.08226",,
RS-A-33,"-50.95905","-28.73689",,
Fazenda Garcia 2,"-50.95889","-23.08765",,
RS-A-32,"-50.95763","-28.73267",,
Paulo Durao 1,"-50.95732","-23.02106",,
RS-40,"-50.9471","-29.03246",,
RS-UP-271,"-50.94266","-27.99513",,
RS-A-27,"-50.93575","-28.67492",,
RS-74,"-50.93183","-28.88188",,
RS-A-47,"-50.93107","-28.55461",,
Ribeirao do Burro 1,"-50.93097","-24.11278",,
RS-A-29,"-50.92827","-28.68164",,
RS-A-30,"-50.9275","-28.69141",,
SaÉa≠tio Jataizinho 1,"-50.92749","-23.26865",,
RS-A-31,"-50.9177","-28.71004",,
T.I. Apucara Pari 13,"-50.91754","-23.82247",,
T.I. Apucara Pari 14,"-50.91715","-23.82144",,
T.I. Apucara Pari 09,"-50.91312","-23.81844",,
T.I. Apucara Pari 12,"-50.91312","-23.82141",,
T.I. Apucara Pari 08,"-50.90932","-23.80064",,
RS-73,"-50.90852","-28.86292",,
T.I. Apucara Pari 11,"-50.90529","-23.81769",,
T.I. Apucara Pari 06,"-50.90487","-23.80075",,
T.I. Apucara Pari 05,"-50.90459","-23.80075",,
T.I. Apucara Pari 07,"-50.90459","-23.80055",,
T.I. Apucara Pari 10,"-50.90432","-23.81747",,
T.I. Apucara 03,"-50.90126","-23.79852",,
T.I. Apucara Pari 04,"-50.90071","-23.79852",,
T.I. Apucara 11,"-50.89904","-23.74769",,
T.I. Apucara Pari 1,"-50.89848","-23.74658",,
T.I. Apucara Pari 02,"-50.89598","-23.74214",,
T.I. Apucara Pari 03,"-50.89598","-23.74214",,
T.I. Barao de Antoni 5,"-50.88823","-23.6678",,
T.I. Barao de Antoni 9,"-50.88765","-23.65555",,
T.I. Barao de Antoni 11,"-50.88671","-23.65613",,
T.I. Barao de Antoni 7,"-50.88637","-23.68422",,
T.I. Barao de Antoni 23,"-50.88198","-23.69605",,
RS-32,"-50.88027","-29.14417",,
T.I. Barao de Antoni 22,"-50.87779","-23.7068",,
Da Rosa,"-50.87669","-29.07961",,
RS-62,"-50.87299","-29.08847",,
RS-33,"-50.87248","-29.09888",,
T.I. Barao de Antoni 21,"-50.87193","-23.70969",,
T.I. Barao de Antoni 16,"-50.87179","-23.70908",,
T.I. Barao de Antoni 1,"-50.87071","-23.66747",,
T.I. Barao de Antoni 14,"-50.87059","-23.70777",,
T.I. Barao de Antoni 17,"-50.86848","-23.71033",,
T.I. Barao de Antoni 19,"-50.86823","-23.70769",,
T.I. Barao de Antoni 20,"-50.86823","-23.70769",,
T.I. Barao de Antoni 18,"-50.8679","-23.70766",,
T.I. Barao de Antoni 15,"-50.86709","-23.6838",,
SC-CL-66,"-50.86543","-27.59113",,
RS-63,"-50.86091","-29.08411",,
Scain,"-50.86091","-28.98411",,
T.I. Barao de Antoni 12,"-50.85668","-23.67419",,
RS-UP-269,"-50.83982","-28.1338",,
RS-UP-270,"-50.83725","-28.14168",,
RS-A-46,"-50.8348","-28.68531",,
RS-A-46a,"-50.83153","-28.6857",,
RS-A-43,"-50.81562","-28.5317",,
RS-A-44,"-50.8153","-28.53491",,
RS-A-42,"-50.81256","-28.72862",,
Corrego Marrequinha 1,"-50.80868","-24.07338",,
SC-CL-67,"-50.80533","-27.47575",,
Ribeirao Mococa 1,"-50.79289","-24.07015",,
RS-S-61,"-50.79033","-29.64282",,
RS-PQ-30,"-50.78915","-28.32312",,
RS-A-39,"-50.78788","-28.68888",,
RS-A-34,"-50.78736","-28.68928",,
RS-A-38,"-50.78652","-28.68642",,
SapaÉa™ 2,"-50.77858","-24.06",,
RS-A-37,"-50.77765","-28.68974",,
Fazenda Bonza,"-50.77726","-24.02944",,
Fazenda Bom Retiro II,"-50.77713","-24.12395",,
RS-A-35,"-50.77596","-28.68715",,
Pedro Holupa,"-50.7749","-25.83391",,
RS-UP-259,"-50.77483","-28.21152",,
RS-A-36,"-50.77146","-28.68642",,
Popasa 4,"-50.76689","-25.83373",,
RS-UP-260,"-50.76496","-28.20917",,
Arroio Belo 1,"-50.76485","-24.04916",,
Arroio Belo 4,"-50.76405","-24.052",,
Popasa 3,"-50.76109","-25.83524",,
Arroio Belo 8,"-50.75832","-24.04376",,
RS-A-41,"-50.75793","-28.71637",,
Arroio Belo 6,"-50.75714","-24.04509",,
RS-A-40,"-50.7564","-28.71546",,
Estaleiro,"-50.75191","-24.24508",,
Arroio Belo 9,"-50.74972","-24.05165",,
SC-CL-65,"-50.74951","-27.62698",,
Arroio Belo da Boa Ventura 4,"-50.74859","-24.03822",,
SC-CL-63,"-50.74792","-27.59804",,
SC-CL-64,"-50.74787","-27.58987",,
Arroio Belo 12,"-50.747","-24.05466",,
Enforcado,"-50.74661","-24.24746",,
Arroio Belo da Boa Ventura 3,"-50.74588","-24.03276",,
SC-CL-83,"-50.74453","-27.46904",,
Arroio Belo da Boa Ventura 2,"-50.74378","-24.03429",,
Estaleiro II,"-50.74376","-24.24765",,
Abreu Garcia,"-50.74211","-27.67008",,
SC-CL-82,"-50.73935","-27.47121",,
Arenoso,"-50.7368","-24.23626",,
Campi IV,"-50.73616","-24.25044",,
Campi IX,"-50.73545","-24.24988",,
SC-CL-81,"-50.73358","-27.47249",,
SC-CL-80,"-50.73077","-27.47667",,
Boa Esperanca,"-50.73002","-24.16473",,
RS-UP-253/258,"-50.72993","-28.28675",,
Ramal 1,"-50.72913","-24.25295",,
LetaÉa≠cia,"-50.72761","-24.16766",,
Cascavel,"-50.72715","-24.24321",,
Campi,"-50.72582","-24.2528",,
Ladislau Brancowski II,"-50.72553","-24.16695",,
Fase Taquara,"-50.72546","-29.48643",,
Campi I,"-50.72264","-24.2517",,
Arvorezinha,"-50.71777","-24.23542",,
Campi II,"-50.71598","-24.24608",,
Garimpo,"-50.71595","-24.23787",,
Salto dos Alemaes I,"-50.71263","-24.1786",,
Torre Vigilancia Campi,"-50.71188","-24.21394",,
Campi III,"-50.71037","-24.25189",,
RS-UP-251,"-50.7089","-28.28214",,
UHE Presidente Vargas I,"-50.7078","-24.05858",,
Campi V,"-50.70468","-24.25231",,
RS-UP-250,"-50.70388","-28.27136",,
Valdeci Forquim II,"-50.70281","-24.06818",,
MauaÉa° IV,"-50.69946","-24.05479",,
Caieira I,"-50.69805","-24.24068",,
RS-PQ-17,"-50.69732","-28.32631",,
RS-PQ-16,"-50.69658","-28.32736",,
Campi VI,"-50.69615","-24.24967",,
Fase Taquara,"-50.69521","-29.47555",,
Caieira II,"-50.69518","-24.24178",,
RS-PQ-01,"-50.69408","-28.32772",,
Estreito I,"-50.69225","-24.24307",,
Estreito II,"-50.68936","-24.24416",,
Atol,"-50.68596","-24.24852",,
Pedreia I,"-50.68521","-24.24293",,
Bairro Xaxim 3,"-50.68478","-24.02767",,
Pedreia II,"-50.68478","-24.24423",,
Valdomiro Carvalho da Silva II,"-50.68294","-24.16736",,
Bairro Xaxim 2,"-50.68041","-24.02383",,
RS-PQ-11,"-50.67994","-28.33556",,
Pinheiro I,"-50.67766","-24.24808",,
Pinheiro II,"-50.67677","-24.24902",,
Fase Taquara,"-50.67642","-29.3975",,
SC-CL-74,"-50.67637","-27.62061",,
Machado I,"-50.67441","-24.25056",,
Machado II,"-50.67394","-24.2511",,
SC-CL-69,"-50.67334","-27.56397",,
RS-PQ-02,"-50.6726","-28.3386",,
Pindo II,"-50.67094","-24.25367",,
Pindo I,"-50.67084","-24.25328",,
RS-PQ-04,"-50.67084","-28.33496",,
Pindo III,"-50.67039","-24.2536",,
Pindo IV,"-50.67031","-24.25421",,
RS-PQ-07,"-50.66977","-28.33856",,
SC-CL-68,"-50.66786","-27.5644",,
Acampamento,"-50.66599","-24.2578",,
Kochinski 3,"-50.66541","-25.89571",,
Cipo,"-50.6652","-24.26012",,
Fase Taquara,"-50.6644","-29.37488",,
agua da Cangaia,"-50.66416","-24.01563",,
Kochinski 2,"-50.66355","-25.89158",,
Bairro Xaxim 1,"-50.65854","-24.02921",,
SC-CL-92,"-50.65725","-27.63367",,
Gov 5,"-50.65528","-28.69197",,
Gov 12,"-50.65449","-28.65907",,
Fase Taquara,"-50.65251","-29.38219",,
SC-CL-62,"-50.65151","-27.6371",,
SC-PQ-01,"-50.65049","-28.33731",,
SC-CL-77,"-50.64862","-27.54009",,
SaÉa≠tio Camargo 2,"-50.64743","-24.01649",,
SC-PQ-02,"-50.64673","-28.32814",,
SC-CL-61,"-50.64653","-27.64122",,
SC-CL-78,"-50.6452","-27.53809",,
SC-CL-75,"-50.64501","-27.54303",,
Corrego do Felisberto 2,"-50.64274","-24.01992",,
SC-CL-79,"-50.64058","-27.53819",,
Corrego do Felisberto 3,"-50.64015","-24.02141",,
SC-CL-76,"-50.63994","-27.54117",,
SC-CL-41,"-50.63889","-27.70193",,
SC-CL-70,"-50.63727","-27.55173",,
SC-CL-71,"-50.63654","-27.55667",,
Rio Braco do Potinga 1,"-50.63206","-25.8791",,
SC-CL-73,"-50.6257","-27.60642",,
SC-CL-42,"-50.62516","-27.69107",,
SC-CL-53,"-50.62083","-27.65828",,
SC-CL-54,"-50.61982","-27.6609",,
SC-CL-72,"-50.61923","-27.60245",,
SC-CL-52,"-50.61106","-27.63675",,
Campi IV,"-50.60882","-24.25308",,
Fase Taquara,"-50.60863","-29.51715",,
SC-CL-49,"-50.60815","-27.65725",,
Bairro do Felisberto,"-50.60806","-24.02814",,
SC-CL-51,"-50.60645","-27.63722",,
SC-CL-48,"-50.60487","-27.64034",,
SC-CL-50,"-50.60467","-27.63735",,
SC-CL-47,"-50.60166","-27.64111",,
Gov 4,"-50.6013","-28.73669",,
SC-CL-58,"-50.60013","-27.63758",,
Gov 3,"-50.60004","-28.73739",,
SC-CL-46,"-50.59929","-27.64136",,
SC-CL-45,"-50.59765","-27.64073",,
Gov 8,"-50.59738","-28.74484",,
Gov 6,"-50.59723","-28.74719",,
SC-PQ-37,"-50.59705","-28.34171",,
Gov 2a m,"-50.59641","-28.74066",,
Gov 2a,"-50.59617","-28.74103",,
SC-CL-57,"-50.59608","-27.63328",,
Gov 2,"-50.59516","-28.74115",,
SC-CL-55,"-50.59314","-27.64651",,
Gov 1,"-50.59307","-28.74184",,
SC-CL-94,"-50.59257","-27.64163",,
Gov 10,"-50.59238","-28.68295",,
SC-PQ-09,"-50.59208","-28.36004",,
SC-CL-56,"-50.59187","-27.64069",,
SC-CL-44,"-50.59131","-27.64795",,
SC-CL-43a,"-50.59112","-27.64159",,
Gov 9,"-50.59088","-28.74617",,
SC-PQ-10,"-50.59077","-28.36107",,
SC-CL-59,"-50.59075","-27.63815",,
SC-PQ-08,"-50.58964","-28.36206",,
SC-CL-43,"-50.58842","-27.64281",,
SC-CL-93,"-50.57053","-27.68729",,
SC-CL-60,"-50.55576","-27.60222",,
Rio do Cafe 5,"-50.54193","-24.01788",,
Horta KLABIN Lagoa,"-50.5405","-24.22255",,
SC-CL-22,"-50.53829","-27.85552",,
SC-CL-21,"-50.52291","-27.85477",,
SC-PQ-16,"-50.52246","-28.34985",,
SC-PQ-14,"-50.52176","-28.37387",,
SC-CL-20,"-50.5212","-27.86276",,
SC-CL-19,"-50.51794","-27.86783",,
Fundo dos Almos,"-50.51714","-28.69656",,
SC-CL-18,"-50.5147","-27.87474",,
Trevisan,"-50.51124","-28.7899",,
SC-CL-17,"-50.51009","-27.88135",,
SC-PQ-13,"-50.50778","-28.35992",,
SC-PQ-05,"-50.50323","-28.40386",,
SC-PQ-06,"-50.50293","-28.40319",,
SC-PQ-07,"-50.49803","-28.37221",,
Barreiro,"-50.49183","-28.80609",,
RS-LC-96,"-50.47817","-30.36901",,
SC-PQ-25,"-50.46539","-28.38494",,
Sao Jose II,"-50.46328","-28.69203",,
Sao Jose,"-50.46209","-28.69279",,
Sao Jose IV,"-50.45986","-28.69587",,
Sao Jose III,"-50.45876","-28.69408",,
Mandassaia,"-50.45574","-28.69641",,
SC-PQ-11,"-50.45012","-28.36925",,
Charles Fonta,"-50.44813","-28.64791",,
RS-S-430,"-50.4404","-29.7105",,
Nhapindazal,"-50.43927","-25.78903",,
SC-PQ-12,"-50.43892","-28.38457",,
Helio Dutra,"-50.43637","-28.70763",,
RS-S-429,"-50.43593","-29.70476",,
Sassafras,"-50.43493","-25.79113",,
Pinheiral,"-50.43223","-25.79238",,
Cedrinho,"-50.43205","-25.80027",,
Erveiras,"-50.43194","-25.79283",,
Serelepe,"-50.43147","-25.79735",,
Barra do Morais 2,"-50.42734","-28.79564",,
Rio das Pedras 2,"-50.42725","-25.79086",,
Enio Vian,"-50.42535","-28.67854",,
RS-AN-03,"-50.42409","-28.67342",,
Enio Vian II,"-50.42198","-28.67941",,
SC-PQ-18,"-50.41424","-28.31192",,
SC-PQ-17,"-50.41248","-28.31072",,
SC-PQ-58,"-50.40486","-28.39537",,
Olavo Becker II,"-50.40024","-28.65265",,
Rio Alecrim 1,"-50.39181","-24.01084",,
Claudio Jr III,"-50.38798","-28.69372",,
SC-CL-37,"-50.38751","-27.47092",,
Claudio Jr II,"-50.3865","-28.6909",,
Claudio Jr,"-50.3845","-28.69107",,
SC-PQ-68,"-50.38361","-28.43344",,
Acauan I,"-50.38021","-28.6662",,
Acauan II,"-50.37749","-28.66306",,
Acauan III,"-50.36514","-28.66235",,
Rio Alecrim 2,"-50.35919","-24.01165",,
SC-PQ-41,"-50.35586","-28.3328",,
SC-PQ-55,"-50.35586","-28.40074",,
Carauno 5,"-50.34945","-28.71667",,
Carauno 1,"-50.34529","-28.77539",,
Carauno 3,"-50.34399","-28.77054",,
Corrego da Raposa-3,"-50.33979","-22.95055",,
RS-PQ-36,"-50.33866","-28.44372",,
RS-PQ-37,"-50.33759","-28.44572",,
Carauno 2,"-50.33698","-28.77266",,
RS-LC-83,"-50.33139","-30.38483",,
Plataforma Lages,"-50.32283","-27.79224",,
RS-LC-84,"-50.32234","-30.39018",,
Carauno 7,"-50.32183","-28.69518",,
Carauno 6,"-50.32081","-28.69518",,
SC-CL-15,"-50.3175","-28.07452",,
Carauno 4,"-50.31474","-28.73146",,
RS-PQ-29,"-50.30653","-28.43843",,
RS-PQ-28,"-50.30579","-28.43818",,
SC-CL-40,"-50.29924","-27.42827",,
Fase Taquara,"-50.29335","-29.7541",,
RS-PQ-19,"-50.29265","-28.45264",,
Pascoal 2,"-50.29251","-28.60075",,
RS-PQ-20,"-50.29075","-28.45304",,
RS-PQ-22,"-50.27886","-28.45582",,
RS-PQ-23,"-50.2777","-28.45589",,
RS-PQ-21,"-50.27572","-28.45678",,
SC-CL-38,"-50.26965","-27.43619",,
SC-CL-39,"-50.2688","-27.42839",,
Pascoal 1,"-50.26836","-28.6003",,
SC-PQ-78,"-50.26732","-28.33413",,
RS-PQ-24,"-50.26539","-28.45562",,
SC-CL-16,"-50.26398","-28.10921",,
RS-PQ-27,"-50.24793","-28.43033",,
Cavers do Morro Azul,"-50.24144","-24.16608",,
SC-CL-27,"-50.23467","-27.78866",,
SC-CL-26,"-50.22175","-27.79838",,
Rio Laranjinha,"-50.21128","-23.99546",,
SC-CL-25,"-50.20968","-27.79492",,
SC-CL-24,"-50.20704","-27.80513",,
SC-CL-30,"-50.20092","-27.67006",,
SC-CL-28,"-50.2007","-27.67662",,
Abrigo-sob-rocha Tus,"-50.20031","-23.99788",,
SC-CL-31,"-50.19602","-27.66614",,
SC-CL-29,"-50.19314","-27.66993",,
SC-CL-36,"-50.18143","-27.57972",,
SC-CL-35,"-50.17769","-27.58437",,
SC-CL-34,"-50.16872","-27.59783",,
SC-CL-33,"-50.16661","-27.60319",,
SC-CL-32,"-50.16517","-27.6084",,
Fase Guatambu,"-50.149","-28.8018",,
SC-CL-14,"-50.14644","-27.8716",,
agua Caratuva-2,"-50.14456","-23.9831",,
SC-TA-01,"-50.14067","-27.10267",,
agua Caratuva-3,"-50.13323","-23.98481",,
Imbe 02,"-50.13251","-29.92238",,
Rio do Cafe-1,"-50.13068","-23.98464",,
SC-CL-10,"-50.11854","-27.85906",,
SC-CL-13,"-50.11756","-27.87609",,
Rio do Cafe-2,"-50.11316","-23.98922",,
SC-CL-11,"-50.11003","-27.88816",,
RS-LN-17,"-50.10971","-29.90067",,
SC-CL-9,"-50.10297","-27.85848",,
RS-LN-18,"-50.10238","-29.88815",,
SC-CL-12,"-50.08715","-27.88082",,
Fase Guatambu,"-50.0826","-28.80921",,
Abrigo Usi Sao Joao,"-50.07808","-25.02173",,
Rio do Cafe 5,"-50.0459","-23.97694",,
RS-LN-19,"-50.04366","-29.79079",,
Santa Barbara 7,"-50.04149","-25.56974",,
Santa Barbara 1,"-50.04146","-25.57406",,
Fase Guatambu,"-49.96616","-28.49371",,
Fase Guatambu,"-49.95031","-28.54495",,
SC-CL-6,"-49.94351","-27.7384",,
Fase Guatambu,"-49.88691","-28.49731",,
Fase Guatambu,"-49.84116","-28.46197",,
PR CT 02,"-49.82009","-25.68689",,
Capao Bonito 1,"-49.79999","-25.68443",,
PR CT 32,"-49.79648","-25.67503",,
Rio Capivari 2,"-49.78916","-25.67551",,
RS-LN-22,"-49.77357","-29.396",,
RS-LN-03,"-49.76897","-29.38718",,
SC-CL-4,"-49.75381","-27.5551",,
Torre 244 LT230kV Bat-Jag,"-49.7519","-24.46661",,
Torre 229 LT230kV Bat-Jag,"-49.75178","-24.51662",,
Torre 247 LT230kV Bat-Jag,"-49.74761","-24.45322",,
Torre 248 LT230kV Bat-Jag,"-49.74669","-24.45035",,
Acesso a torre 245 LT230kV Bat-Jag,"-49.7454","-24.46987",,
Torre 250 LT230kV Bat-Jag,"-49.74349","-24.44036",,
SC-CL-1,"-49.74207","-27.58031",,
Torre 252 LT230kV Bat-Jag,"-49.74075","-24.43181",,
Torre 253 LT230kV Bat-Jag,"-49.73951","-24.42794",,
Torre 256 LT230kV Bat-Jag,"-49.7359","-24.41668",,
SC-CL-2,"-49.73451","-27.58537",,
Torre 259 LT230kV Bat-Jag,"-49.73246","-24.40593",,
Torre 260 LT230kV Bat-Jag,"-49.73062","-24.40021",,
SC-CL-3,"-49.71698","-27.59408",,
Rio Bonito,"-49.71342","-25.28016",,
Baldessar 2,"-49.69836","-27.93224",,
Copetti,"-49.69603","-27.9283",,
Baldessar 1,"-49.69578","-28.01457",,
Abrigo JaguariaaÉa≠va 1,"-49.69534","-24.27061",,
Paulino,"-49.67069","-27.89404",,
Carmosino,"-49.66943","-27.93731",,
Rudi,"-49.66765","-27.95445",,
Torre 145 LT 230kV Bat-Jag,"-49.66531","-24.80872",,
Torre 144 LT 230kV Bat-Jag,"-49.66463","-24.81311",,
Urubici 30,"-49.66079","-28.11243",,
Torre 131 LT 230kV Bat-Jag,"-49.65476","-24.86581",,
Nezio 2,"-49.64293","-24.05862",,
Leguinho,"-49.64139","-27.96048",,
Nezio 3,"-49.64127","-24.06139",,
Nezio 1,"-49.6408","-24.05869",,
Torre 99 LT 230kV Bat-Jag,"-49.64009","-25.00367",,
Torre 75 Lt230kV Bat-Jag,"-49.6171","-25.11313",,
Salto do Itarare 12,"-49.61596","-23.58996",,
Torre 73 Lt230kV Bat-Jag,"-49.61467","-25.12358",,
Ilha do Paredao,"-49.61014","-23.62848",,
Urubici 8,"-49.60972","-27.97187",,
agua do Sapateiro,"-49.60908","-23.6317",,
Savoca 3,"-49.60636","-27.98047",,
Savoca 1,"-49.60335","-27.98197",,
Corredeira das Ilhas 1,"-49.60217","-23.45787",,
Urubici 36,"-49.59973","-28.02132",,
Torre 56 Lt230kV Bat-Jag,"-49.5976","-25.19703",,
Urubici 4,"-49.59755","-28.0004",,
ZeSilvio,"-49.59507","-27.99076",,
Nicinha 1,"-49.595","-27.98159",,
Nicinha 2,"-49.59472","-27.98326",,
Ildo 1,"-49.59139","-27.98048",,
Madureira,"-49.58861","-27.99771",,
Riacho 6,"-49.5852","-28.0197",,
Torre 45 Lt230kV Bat-Jag,"-49.5852","-25.25034",,
Rio Itarare 1,"-49.58362","-23.90387",,
Donizete,"-49.58328","-28.03707",,
Abrigo do Mariano,"-49.5832","-24.31959",,
Urubici 26,"-49.58222","-28.00604",,
Nehues,"-49.58056","-27.98675",,
Torre 38 Lt230kV Bat-Jag,"-49.57954","-25.27458",,
Urubici 21,"-49.57659","-27.99035",,
Russas,"-49.57573","-28.03795",,
Baldessar,"-49.57282","-27.99081",,
Riacho 2,"-49.56848","-28.02486",,
Riacho 1,"-49.56804","-28.0277",,
Bonin 2,"-49.55536","-27.99725",,
Cadas 2,"-49.55028","-28.00604",,
Urubici 31,"-49.54964","-27.99853",,
Cadas 1,"-49.54945","-28.00132",,
Mazzon 3,"-49.54639","-27.99798",,
Mazzon 2,"-49.545","-28.01465",,
Mazzon 1,"-49.54444","-27.99916",,
DaSilva,"-49.54318","-28.0075",,
Urubici 20,"-49.53651","-27.99812",,
Urubici 16,"-49.53626","-28.01414",,
Urubici 11,"-49.5362","-28.01279",,
Torre 5 Lt230kV Bat-Jag,"-49.52992","-25.40098",,
Capistrano,"-49.51955","-28.01548",,
Warmeling 3,"-49.5167","-28.01601",,
Abrigo do Pontao,"-49.51623","-24.22715",,
Warmeling 2,"-49.51394","-28.01852",,
Idali Cristo I,"-49.46702","-25.14225",,
Ribeirao das Pedras I,"-49.46494","-24.87104",,
Idali Cristo II,"-49.46488","-25.14643",,
Eudes I,"-49.46479","-24.8752",,
Ribeirao das Pedras II,"-49.46442","-24.87257",,
Sao Sebastiao VI,"-49.46383","-24.85613",,
