"","nome_inicial","long_inicial","lat_incial","est_inicial","mun_inicial","cod_mun","nm_mun","estado","longitude","latitude","nome","pais","id","id_duplicado"
"1447","RS-A-83",-51.03008,-28.85516,NA,NA,"4305108","caxias do sul","rs",-51.03008,-28.85516,"rsa83","br","br_rs_rsa83_4305108",FALSE
"1448","Nerval Felix da Aparecida",-53.36178,-25.46048,NA,NA,"4103057","boa vista da aparecida","pr",-53.36178,-25.46048,"nervalfelixdaaparecida","br","br_pr_nervalfelixdaaparecida_4103057",FALSE
"1449","SC-AG-09",-51.02938,-27.64775,NA,NA,"4201000","anita garibaldi","sc",-51.02938,-27.64775,"scag09","br","br_sc_scag09_4201000",FALSE
"1450","SC-AG-06",-51.02784,-27.64695,NA,NA,"4201000","anita garibaldi","sc",-51.02784,-27.64695,"scag06","br","br_sc_scag06_4201000",FALSE
"1451","RS-A-82",-51.02709,-28.8539,NA,NA,"4305108","caxias do sul","rs",-51.02709,-28.8539,"rsa82","br","br_rs_rsa82_4305108",FALSE
"1452","RS-A-81",-51.02655,-28.85555,NA,NA,"4305108","caxias do sul","rs",-51.02655,-28.85555,"rsa81","br","br_rs_rsa81_4305108",FALSE
"1453","RS-A-84",-51.02561,-28.8563,NA,NA,"4305108","caxias do sul","rs",-51.02561,-28.8563,"rsa84","br","br_rs_rsa84_4305108",FALSE
"1454","SC-AG-05",-51.02529,-27.6446,NA,NA,"4201000","anita garibaldi","sc",-51.02529,-27.6446,"scag05","br","br_sc_scag05_4201000",FALSE
"1455","RS-A-100",-51.02437,-28.86954,NA,NA,"4305108","caxias do sul","rs",-51.02437,-28.86954,"rsa100","br","br_rs_rsa100_4305108",FALSE
"1456","SC-AG-04",-51.02409,-27.64521,NA,NA,"4201000","anita garibaldi","sc",-51.02409,-27.64521,"scag04","br","br_sc_scag04_4201000",FALSE
"1457","Ribeirao Barreiro 2",-51.02353,-24.14003,NA,NA,"4117305","ortigueira","pr",-51.02353,-24.14003,"ribeiraobarreiro2","br","br_pr_ribeiraobarreiro2_4117305",FALSE
"1458","SC-AG-12",-51.02293,-27.6618,NA,NA,"4201000","anita garibaldi","sc",-51.02293,-27.6618,"scag12","br","br_sc_scag12_4201000",FALSE
"1459","Rato I",-53.35955,-25.47333,NA,NA,"4103057","boa vista da aparecida","pr",-53.35955,-25.47333,"ratoi","br","br_pr_ratoi_4103057",FALSE
"1460","RS-A-59",-51.0215,-28.9784,NA,NA,"4319000","são marcos","rs",-51.0215,-28.9784,"rsa59","br","br_rs_rsa59_4319000",FALSE
"1461","RS-A-58",-51.02136,-28.97696,NA,NA,"4319000","são marcos","rs",-51.02136,-28.97696,"rsa58","br","br_rs_rsa58_4319000",FALSE
"1462","SC-AB-95",-51.02019,-27.63165,NA,NA,"4200051","abdon batista","sc",-51.02019,-27.63165,"scab95","br","br_sc_scab95_4200051",FALSE
"1463","RS-A-80",-51.01963,-28.90879,NA,NA,"4305108","caxias do sul","rs",-51.01963,-28.90879,"rsa80","br","br_rs_rsa80_4305108",FALSE
"1464","SC-AB-91",-51.01946,-27.63785,NA,NA,"4200051","abdon batista","sc",-51.01946,-27.63785,"scab91","br","br_sc_scab91_4200051",FALSE
"1465","RS-A-64",-51.01936,-28.87682,NA,NA,"4305108","caxias do sul","rs",-51.01936,-28.87682,"rsa64","br","br_rs_rsa64_4305108",FALSE
"1466","SC-AG-03",-51.01823,-27.64444,NA,NA,"4201000","anita garibaldi","sc",-51.01823,-27.64444,"scag03","br","br_sc_scag03_4201000",FALSE
"1467","RS-A-62",-51.01756,-28.87394,NA,NA,"4305108","caxias do sul","rs",-51.01756,-28.87394,"rsa62","br","br_rs_rsa62_4305108",FALSE
"1468","SC-AB-93",-51.01728,-27.63611,NA,NA,"4200051","abdon batista","sc",-51.01728,-27.63611,"scab93","br","br_sc_scab93_4200051",FALSE
"1469","RS-A-79",-51.01683,-28.90441,NA,NA,"4305108","caxias do sul","rs",-51.01683,-28.90441,"rsa79","br","br_rs_rsa79_4305108",FALSE
"1470","Mauro Aguiar",-53.35892,-25.46179,NA,NA,"4103057","boa vista da aparecida","pr",-53.35892,-25.46179,"mauroaguiar","br","br_pr_mauroaguiar_4103057",FALSE
"1471","RS-34",-51.01196,-29.21027,NA,NA,"4305108","caxias do sul","rs",-51.01196,-29.21027,"rs34","br","br_rs_rs34_4305108",FALSE
"1472","SC-AG-02",-51.00887,-27.64244,NA,NA,"4201000","anita garibaldi","sc",-51.00887,-27.64244,"scag02","br","br_sc_scag02_4201000",FALSE
"1473","RS-128",-51.00738,-29.20949,NA,NA,"4305108","caxias do sul","rs",-51.00738,-29.20949,"rs128","br","br_rs_rs128_4305108",FALSE
"1474","RS-A-90",-51.0027,-28.96257,NA,NA,"4319000","são marcos","rs",-51.0027,-28.96257,"rsa90","br","br_rs_rsa90_4319000",FALSE
"1475","RS-130",-50.99914,-29.21917,NA,NA,"4305108","caxias do sul","rs",-50.99914,-29.21917,"rs130","br","br_rs_rs130_4305108",FALSE
"1476","RS-PE-22",-50.99876,-27.9717,NA,NA,"4322509","vacaria","rs",-50.99876,-27.9717,"rspe22","br","br_rs_rspe22_4322509",FALSE
"1477","RS-38",-50.99756,-29.20493,NA,NA,"4305108","caxias do sul","rs",-50.99756,-29.20493,"rs38","br","br_rs_rs38_4305108",FALSE
"1478","RS-78",-50.99566,-28.90616,NA,NA,"4305108","caxias do sul","rs",-50.99566,-28.90616,"rs78","br","br_rs_rs78_4305108",FALSE
"1479","RS-37",-50.99511,-29.207,NA,NA,"4305108","caxias do sul","rs",-50.99511,-29.207,"rs37","br","br_rs_rs37_4305108",FALSE
"1480","RS-A-61",-50.99453,-28.94513,NA,NA,"4319000","são marcos","rs",-50.99453,-28.94513,"rsa61","br","br_rs_rsa61_4319000",FALSE
"1481","Joselindo Cancelier I",-53.30977,-25.5508,NA,NA,"4117255","nova prata do iguaçu","pr",-53.30977,-25.5508,"joselindocancelieri","br","br_pr_joselindocancelieri_4117255",FALSE
"1482","RS-80",-50.99305,-28.91509,NA,NA,"4305108","caxias do sul","rs",-50.99305,-28.91509,"rs80","br","br_rs_rs80_4305108",FALSE
"1483","RS-UP-262",-50.98895,-27.94913,NA,NA,"4322509","vacaria","rs",-50.98895,-27.94913,"rsup262","br","br_rs_rsup262_4322509",FALSE
"1484","RS-A-45",-50.98845,-28.69293,NA,NA,"4322509","vacaria","rs",-50.98845,-28.69293,"rsa45","br","br_rs_rsa45_4322509",FALSE
"1485","RS-UP-261",-50.98509,-27.9483,NA,NA,"4322509","vacaria","rs",-50.98509,-27.9483,"rsup261","br","br_rs_rsup261_4322509",FALSE
"1486","Abrigo sob rocha Casa de Pedra",-50.9816,-26.07978,NA,NA,"4128203","união da vitória","pr",-50.9816,-26.07978,"abrigosobrochacasadepedra","br","br_pr_abrigosobrochacasadepedra_4128203",FALSE
"1487","RS-77",-50.97989,-28.91627,NA,NA,"4305108","caxias do sul","rs",-50.97989,-28.91627,"rs77","br","br_rs_rs77_4305108",FALSE
"1488","RS-76",-50.97972,-28.8962,NA,NA,"4305108","caxias do sul","rs",-50.97972,-28.8962,"rs76","br","br_rs_rs76_4305108",FALSE
"1489","RS-UP-267",-50.97821,-27.98769,NA,NA,"4322509","vacaria","rs",-50.97821,-27.98769,"rsup267","br","br_rs_rsup267_4322509",FALSE
"1490","RS-UP-265",-50.97811,-27.98338,NA,NA,"4322509","vacaria","rs",-50.97811,-27.98338,"rsup265","br","br_rs_rsup265_4322509",FALSE
"1491","RS-UP-266",-50.97787,-27.98603,NA,NA,"4322509","vacaria","rs",-50.97787,-27.98603,"rsup266","br","br_rs_rsup266_4322509",FALSE
"1492","Caver do Vora",-53.30494,-25.55552,NA,NA,"4117255","nova prata do iguaçu","pr",-53.30494,-25.55552,"caverdovora","br","br_pr_caverdovora_4117255",FALSE
"1493","RS-UP-263",-50.97645,-27.98483,NA,NA,"4322509","vacaria","rs",-50.97645,-27.98483,"rsup263","br","br_rs_rsup263_4322509",FALSE
"1494","RS-UP-268",-50.9757,-27.98736,NA,NA,"4322509","vacaria","rs",-50.9757,-27.98736,"rsup268","br","br_rs_rsup268_4322509",FALSE
"1495","RS-75",-50.97325,-28.89433,NA,NA,"4305108","caxias do sul","rs",-50.97325,-28.89433,"rs75","br","br_rs_rs75_4305108",FALSE
"1496","Fazenda Garcia 1",-50.96136,-23.08226,NA,NA,"4121307","rancho alegre","pr",-50.96136,-23.08226,"fazendagarcia1","br","br_pr_fazendagarcia1_4121307",FALSE
"1497","RS-A-33",-50.95905,-28.73689,NA,NA,"4322509","vacaria","rs",-50.95905,-28.73689,"rsa33","br","br_rs_rsa33_4322509",FALSE
"1498","Fazenda Garcia 2",-50.95889,-23.08765,NA,NA,"4121307","rancho alegre","pr",-50.95889,-23.08765,"fazendagarcia2","br","br_pr_fazendagarcia2_4121307",FALSE
"1499","RS-A-32",-50.95763,-28.73267,NA,NA,"4322509","vacaria","rs",-50.95763,-28.73267,"rsa32","br","br_rs_rsa32_4322509",FALSE
"1500","Paulo Durao 1",-50.95732,-23.02106,NA,NA,"4126504","sertanópolis","pr",-50.95732,-23.02106,"paulodurao1","br","br_pr_paulodurao1_4126504",FALSE
"1501","RS-40",-50.9471,-29.03246,NA,NA,"4305108","caxias do sul","rs",-50.9471,-29.03246,"rs40","br","br_rs_rs40_4305108",FALSE
"1502","RS-UP-271",-50.94266,-27.99513,NA,NA,"4322509","vacaria","rs",-50.94266,-27.99513,"rsup271","br","br_rs_rsup271_4322509",FALSE
"1503","Gerhard 2",-54.55824,-25.47438,NA,NA,"4108304","foz do iguaçu","pr",-54.55824,-25.47438,"gerhard2","br","br_pr_gerhard2_4108304",FALSE
"1504","Balsa do Vora",-53.3044,-25.54813,NA,NA,"4117255","nova prata do iguaçu","pr",-53.3044,-25.54813,"balsadovora","br","br_pr_balsadovora_4117255",FALSE
"1505","RS-A-27",-50.93575,-28.67492,NA,NA,"4322509","vacaria","rs",-50.93575,-28.67492,"rsa27","br","br_rs_rsa27_4322509",FALSE
"1506","RS-74",-50.93183,-28.88188,NA,NA,"4305108","caxias do sul","rs",-50.93183,-28.88188,"rs74","br","br_rs_rs74_4305108",FALSE
"1507","RS-A-47",-50.93107,-28.55461,NA,NA,"4322509","vacaria","rs",-50.93107,-28.55461,"rsa47","br","br_rs_rsa47_4322509",FALSE
"1508","Ribeirao do Burro 1",-50.93097,-24.11278,NA,NA,"4117305","ortigueira","pr",-50.93097,-24.11278,"ribeiraodoburro1","br","br_pr_ribeiraodoburro1_4117305",FALSE
"1509","RS-A-29",-50.92827,-28.68164,NA,NA,"4322509","vacaria","rs",-50.92827,-28.68164,"rsa29","br","br_rs_rsa29_4322509",FALSE
"1510","RS-A-30",-50.9275,-28.69141,NA,NA,"4322509","vacaria","rs",-50.9275,-28.69141,"rsa30","br","br_rs_rsa30_4322509",FALSE
"1511","Sa�a�tio Jataizinho 1",-50.92749,-23.26865,NA,NA,"4112702","jataizinho","pr",-50.92749,-23.26865,NA,"br","br_pr_NA_4112702",FALSE
"1512","RS-A-31",-50.9177,-28.71004,NA,NA,"4322509","vacaria","rs",-50.9177,-28.71004,"rsa31","br","br_rs_rsa31_4322509",FALSE
"1513","T.I. Apucara Pari 13",-50.91754,-23.82247,NA,NA,"4117305","ortigueira","pr",-50.91754,-23.82247,"tiapucarapari13","br","br_pr_tiapucarapari13_4117305",FALSE
"1514","T.I. Apucara Pari 14",-50.91715,-23.82144,NA,NA,"4117305","ortigueira","pr",-50.91715,-23.82144,"tiapucarapari14","br","br_pr_tiapucarapari14_4117305",FALSE
"1515","Adelar do Vora",-53.30424,-25.55563,NA,NA,"4117255","nova prata do iguaçu","pr",-53.30424,-25.55563,"adelardovora","br","br_pr_adelardovora_4117255",FALSE
"1516","T.I. Apucara Pari 09",-50.91312,-23.81844,NA,NA,"4126678","tamarana","pr",-50.91312,-23.81844,"tiapucarapari09","br","br_pr_tiapucarapari09_4126678",FALSE
"1517","T.I. Apucara Pari 12",-50.91312,-23.82141,NA,NA,"4117305","ortigueira","pr",-50.91312,-23.82141,"tiapucarapari12","br","br_pr_tiapucarapari12_4117305",FALSE
"1518","T.I. Apucara Pari 08",-50.90932,-23.80064,NA,NA,"4126678","tamarana","pr",-50.90932,-23.80064,"tiapucarapari08","br","br_pr_tiapucarapari08_4126678",FALSE
"1519","RS-73",-50.90852,-28.86292,NA,NA,"4305108","caxias do sul","rs",-50.90852,-28.86292,"rs73","br","br_rs_rs73_4305108",FALSE
"1520","T.I. Apucara Pari 11",-50.90529,-23.81769,NA,NA,"4126678","tamarana","pr",-50.90529,-23.81769,"tiapucarapari11","br","br_pr_tiapucarapari11_4126678",FALSE
"1521","T.I. Apucara Pari 06",-50.90487,-23.80075,NA,NA,"4126678","tamarana","pr",-50.90487,-23.80075,"tiapucarapari06","br","br_pr_tiapucarapari06_4126678",FALSE
"1522","T.I. Apucara Pari 05",-50.90459,-23.80075,NA,NA,"4126678","tamarana","pr",-50.90459,-23.80075,"tiapucarapari05","br","br_pr_tiapucarapari05_4126678",FALSE
"1523","T.I. Apucara Pari 07",-50.90459,-23.80055,NA,NA,"4126678","tamarana","pr",-50.90459,-23.80055,"tiapucarapari07","br","br_pr_tiapucarapari07_4126678",FALSE
"1524","T.I. Apucara Pari 10",-50.90432,-23.81747,NA,NA,"4126678","tamarana","pr",-50.90432,-23.81747,"tiapucarapari10","br","br_pr_tiapucarapari10_4126678",FALSE
"1525","T.I. Apucara 03",-50.90126,-23.79852,NA,NA,"4126678","tamarana","pr",-50.90126,-23.79852,"tiapucara03","br","br_pr_tiapucara03_4126678",FALSE
"1526","Cachoeira Sao Jorge",-53.29797,-25.60735,NA,NA,"4117255","nova prata do iguaçu","pr",-53.29797,-25.60735,"cachoeirasaojorge","br","br_pr_cachoeirasaojorge_4117255",FALSE
"1527","T.I. Apucara Pari 04",-50.90071,-23.79852,NA,NA,"4126678","tamarana","pr",-50.90071,-23.79852,"tiapucarapari04","br","br_pr_tiapucarapari04_4126678",FALSE
"1528","T.I. Apucara 11",-50.89904,-23.74769,NA,NA,"4126678","tamarana","pr",-50.89904,-23.74769,"tiapucara11","br","br_pr_tiapucara11_4126678",FALSE
"1529","T.I. Apucara Pari 1",-50.89848,-23.74658,NA,NA,"4126678","tamarana","pr",-50.89848,-23.74658,"tiapucarapari1","br","br_pr_tiapucarapari1_4126678",FALSE
"1530","T.I. Apucara Pari 02",-50.89598,-23.74214,NA,NA,"4113700","londrina","pr",-50.89598,-23.74214,"tiapucarapari02","br","br_pr_tiapucarapari02_4113700",FALSE
"1531","T.I. Apucara Pari 03",-50.89598,-23.74214,NA,NA,"4113700","londrina","pr",-50.89598,-23.74214,"tiapucarapari03","br","br_pr_tiapucarapari03_4113700",FALSE
"1532","T.I. Barao de Antoni 5",-50.88823,-23.6678,NA,NA,"4124707","são jerônimo da serra","pr",-50.88823,-23.6678,"tibaraodeantoni5","br","br_pr_tibaraodeantoni5_4124707",FALSE
"1533","T.I. Barao de Antoni 9",-50.88765,-23.65555,NA,NA,"4124707","são jerônimo da serra","pr",-50.88765,-23.65555,"tibaraodeantoni9","br","br_pr_tibaraodeantoni9_4124707",FALSE
"1534","T.I. Barao de Antoni 11",-50.88671,-23.65613,NA,NA,"4124707","são jerônimo da serra","pr",-50.88671,-23.65613,"tibaraodeantoni11","br","br_pr_tibaraodeantoni11_4124707",FALSE
"1535","T.I. Barao de Antoni 7",-50.88637,-23.68422,NA,NA,"4113700","londrina","pr",-50.88637,-23.68422,"tibaraodeantoni7","br","br_pr_tibaraodeantoni7_4113700",FALSE
"1536","T.I. Barao de Antoni 23",-50.88198,-23.69605,NA,NA,"4113700","londrina","pr",-50.88198,-23.69605,"tibaraodeantoni23","br","br_pr_tibaraodeantoni23_4113700",FALSE
"1537","Balsa Porto Sao Paulo II",-53.27434,-25.58425,NA,NA,"4117255","nova prata do iguaçu","pr",-53.27434,-25.58425,"balsaportosaopauloii","br","br_pr_balsaportosaopauloii_4117255",FALSE
"1538","RS-32",-50.88027,-29.14417,NA,NA,"4305108","caxias do sul","rs",-50.88027,-29.14417,"rs32","br","br_rs_rs32_4305108",FALSE
"1539","T.I. Barao de Antoni 22",-50.87779,-23.7068,NA,NA,"4124707","são jerônimo da serra","pr",-50.87779,-23.7068,"tibaraodeantoni22","br","br_pr_tibaraodeantoni22_4124707",FALSE
"1540","Da Rosa",-50.87669,-29.07961,NA,NA,"4318200","são francisco de paula","rs",-50.87669,-29.07961,"darosa","br","br_rs_darosa_4318200",FALSE
"1541","RS-62",-50.87299,-29.08847,NA,NA,"4318200","são francisco de paula","rs",-50.87299,-29.08847,"rs62","br","br_rs_rs62_4318200",FALSE
"1542","RS-33",-50.87248,-29.09888,NA,NA,"4318200","são francisco de paula","rs",-50.87248,-29.09888,"rs33","br","br_rs_rs33_4318200",FALSE
"1543","T.I. Barao de Antoni 21",-50.87193,-23.70969,NA,NA,"4124707","são jerônimo da serra","pr",-50.87193,-23.70969,"tibaraodeantoni21","br","br_pr_tibaraodeantoni21_4124707",FALSE
"1544","T.I. Barao de Antoni 16",-50.87179,-23.70908,NA,NA,"4124707","são jerônimo da serra","pr",-50.87179,-23.70908,"tibaraodeantoni16","br","br_pr_tibaraodeantoni16_4124707",FALSE
"1545","T.I. Barao de Antoni 1",-50.87071,-23.66747,NA,NA,"4124707","são jerônimo da serra","pr",-50.87071,-23.66747,"tibaraodeantoni1","br","br_pr_tibaraodeantoni1_4124707",FALSE
"1546","T.I. Barao de Antoni 14",-50.87059,-23.70777,NA,NA,"4124707","são jerônimo da serra","pr",-50.87059,-23.70777,"tibaraodeantoni14","br","br_pr_tibaraodeantoni14_4124707",FALSE
"1547","T.I. Barao de Antoni 17",-50.86848,-23.71033,NA,NA,"4124707","são jerônimo da serra","pr",-50.86848,-23.71033,"tibaraodeantoni17","br","br_pr_tibaraodeantoni17_4124707",FALSE
"1548","Jose Machado Gomes",-53.27223,-25.58889,NA,NA,"4117255","nova prata do iguaçu","pr",-53.27223,-25.58889,"josemachadogomes","br","br_pr_josemachadogomes_4117255",FALSE
"1549","T.I. Barao de Antoni 19",-50.86823,-23.70769,NA,NA,"4124707","são jerônimo da serra","pr",-50.86823,-23.70769,"tibaraodeantoni19","br","br_pr_tibaraodeantoni19_4124707",FALSE
"1550","T.I. Barao de Antoni 20",-50.86823,-23.70769,NA,NA,"4124707","são jerônimo da serra","pr",-50.86823,-23.70769,"tibaraodeantoni20","br","br_pr_tibaraodeantoni20_4124707",FALSE
"1551","T.I. Barao de Antoni 18",-50.8679,-23.70766,NA,NA,"4124707","são jerônimo da serra","pr",-50.8679,-23.70766,"tibaraodeantoni18","br","br_pr_tibaraodeantoni18_4124707",FALSE
"1552","T.I. Barao de Antoni 15",-50.86709,-23.6838,NA,NA,"4124707","são jerônimo da serra","pr",-50.86709,-23.6838,"tibaraodeantoni15","br","br_pr_tibaraodeantoni15_4124707",FALSE
"1553","SC-CL-66",-50.86543,-27.59113,NA,NA,"4216800","são josé do cerrito","sc",-50.86543,-27.59113,"sccl66","br","br_sc_sccl66_4216800",FALSE
"1554","RS-63",-50.86091,-29.08411,NA,NA,"4318200","são francisco de paula","rs",-50.86091,-29.08411,"rs63","br","br_rs_rs63_4318200",FALSE
"1555","Scain",-50.86091,-28.98411,NA,NA,"4305108","caxias do sul","rs",-50.86091,-28.98411,"scain","br","br_rs_scain_4305108",FALSE
"1556","T.I. Barao de Antoni 12",-50.85668,-23.67419,NA,NA,"4124707","são jerônimo da serra","pr",-50.85668,-23.67419,"tibaraodeantoni12","br","br_pr_tibaraodeantoni12_4124707",FALSE
"1557","RS-UP-269",-50.83982,-28.1338,NA,NA,"4322509","vacaria","rs",-50.83982,-28.1338,"rsup269","br","br_rs_rsup269_4322509",FALSE
"1558","RS-UP-270",-50.83725,-28.14168,NA,NA,"4322509","vacaria","rs",-50.83725,-28.14168,"rsup270","br","br_rs_rsup270_4322509",FALSE
"1559","Marcelino Borges",-53.27204,-25.55748,NA,NA,"4117255","nova prata do iguaçu","pr",-53.27204,-25.55748,"marcelinoborges","br","br_pr_marcelinoborges_4117255",FALSE
"1560","RS-A-46",-50.8348,-28.68531,NA,NA,"4312377","monte alegre dos campos","rs",-50.8348,-28.68531,"rsa46","br","br_rs_rsa46_4312377",FALSE
"1561","RS-A-46a",-50.83153,-28.6857,NA,NA,"4312377","monte alegre dos campos","rs",-50.83153,-28.6857,"rsa46a","br","br_rs_rsa46a_4312377",FALSE
"1562","RS-A-43",-50.81562,-28.5317,NA,NA,"4322509","vacaria","rs",-50.81562,-28.5317,"rsa43","br","br_rs_rsa43_4322509",FALSE
"1563","RS-A-44",-50.8153,-28.53491,NA,NA,"4322509","vacaria","rs",-50.8153,-28.53491,"rsa44","br","br_rs_rsa44_4322509",FALSE
"1564","RS-A-42",-50.81256,-28.72862,NA,NA,"4312377","monte alegre dos campos","rs",-50.81256,-28.72862,"rsa42","br","br_rs_rsa42_4312377",FALSE
"1565","Corrego Marrequinha 1",-50.80868,-24.07338,NA,NA,"4117305","ortigueira","pr",-50.80868,-24.07338,"corregomarrequinha1","br","br_pr_corregomarrequinha1_4117305",FALSE
"1566","SC-CL-67",-50.80533,-27.47575,NA,NA,"4216800","são josé do cerrito","sc",-50.80533,-27.47575,"sccl67","br","br_sc_sccl67_4216800",FALSE
"1567","Ribeirao Mococa 1",-50.79289,-24.07015,NA,NA,"4117305","ortigueira","pr",-50.79289,-24.07015,"ribeiraomococa1","br","br_pr_ribeiraomococa1_4117305",FALSE
"1568","RS-S-61",-50.79033,-29.64282,NA,NA,"4321204","taquara","rs",-50.79033,-29.64282,"rss61","br","br_rs_rss61_4321204",FALSE
"1569","RS-PQ-30",-50.78915,-28.32312,NA,NA,"4322509","vacaria","rs",-50.78915,-28.32312,"rspq30","br","br_rs_rspq30_4322509",FALSE
"1570","Valdir Tequio",-53.27143,-25.56733,NA,NA,"4117255","nova prata do iguaçu","pr",-53.27143,-25.56733,"valdirtequio","br","br_pr_valdirtequio_4117255",FALSE
"1571","RS-A-39",-50.78788,-28.68888,NA,NA,"4312377","monte alegre dos campos","rs",-50.78788,-28.68888,"rsa39","br","br_rs_rsa39_4312377",FALSE
"1572","RS-A-34",-50.78736,-28.68928,NA,NA,"4312377","monte alegre dos campos","rs",-50.78736,-28.68928,"rsa34","br","br_rs_rsa34_4312377",FALSE
"1573","RS-A-38",-50.78652,-28.68642,NA,NA,"4312377","monte alegre dos campos","rs",-50.78652,-28.68642,"rsa38","br","br_rs_rsa38_4312377",FALSE
"1574","Sapa�a� 2",-50.77858,-24.06,NA,NA,"4117305","ortigueira","pr",-50.77858,-24.06,NA,"br","br_pr_NA_4117305",TRUE
"1575","RS-A-37",-50.77765,-28.68974,NA,NA,"4312377","monte alegre dos campos","rs",-50.77765,-28.68974,"rsa37","br","br_rs_rsa37_4312377",FALSE
"1576","Fazenda Bonza",-50.77726,-24.02944,NA,NA,"4117305","ortigueira","pr",-50.77726,-24.02944,"fazendabonza","br","br_pr_fazendabonza_4117305",FALSE
"1577","Fazenda Bom Retiro II",-50.77713,-24.12395,NA,NA,"4117305","ortigueira","pr",-50.77713,-24.12395,"fazendabomretiroii","br","br_pr_fazendabomretiroii_4117305",FALSE
"1578","RS-A-35",-50.77596,-28.68715,NA,NA,"4312377","monte alegre dos campos","rs",-50.77596,-28.68715,"rsa35","br","br_rs_rsa35_4312377",FALSE
"1579","Pedro Holupa",-50.7749,-25.83391,NA,NA,"4113908","mallet","pr",-50.7749,-25.83391,"pedroholupa","br","br_pr_pedroholupa_4113908",FALSE
"1580","RS-UP-259",-50.77483,-28.21152,NA,NA,"4322509","vacaria","rs",-50.77483,-28.21152,"rsup259","br","br_rs_rsup259_4322509",FALSE
"1581","Juvelino Cechin",-53.26444,-25.58748,NA,NA,"4127858","três barras do paraná","pr",-53.26444,-25.58748,"juvelinocechin","br","br_pr_juvelinocechin_4127858",FALSE
"1582","RS-A-36",-50.77146,-28.68642,NA,NA,"4312377","monte alegre dos campos","rs",-50.77146,-28.68642,"rsa36","br","br_rs_rsa36_4312377",FALSE
"1583","Popasa 4",-50.76689,-25.83373,NA,NA,"4113908","mallet","pr",-50.76689,-25.83373,"popasa4","br","br_pr_popasa4_4113908",FALSE
"1584","RS-UP-260",-50.76496,-28.20917,NA,NA,"4322509","vacaria","rs",-50.76496,-28.20917,"rsup260","br","br_rs_rsup260_4322509",FALSE
"1585","Arroio Belo 1",-50.76485,-24.04916,NA,NA,"4117305","ortigueira","pr",-50.76485,-24.04916,"arroiobelo1","br","br_pr_arroiobelo1_4117305",FALSE
"1586","Arroio Belo 4",-50.76405,-24.052,NA,NA,"4117305","ortigueira","pr",-50.76405,-24.052,"arroiobelo4","br","br_pr_arroiobelo4_4117305",FALSE
"1587","Popasa 3",-50.76109,-25.83524,NA,NA,"4113908","mallet","pr",-50.76109,-25.83524,"popasa3","br","br_pr_popasa3_4113908",FALSE
"1588","Arroio Belo 8",-50.75832,-24.04376,NA,NA,"4117305","ortigueira","pr",-50.75832,-24.04376,"arroiobelo8","br","br_pr_arroiobelo8_4117305",FALSE
"1589","RS-A-41",-50.75793,-28.71637,NA,NA,"4312377","monte alegre dos campos","rs",-50.75793,-28.71637,"rsa41","br","br_rs_rsa41_4312377",FALSE
"1590","Arroio Belo 6",-50.75714,-24.04509,NA,NA,"4117305","ortigueira","pr",-50.75714,-24.04509,"arroiobelo6","br","br_pr_arroiobelo6_4117305",FALSE
"1591","RS-A-40",-50.7564,-28.71546,NA,NA,"4312377","monte alegre dos campos","rs",-50.7564,-28.71546,"rsa40","br","br_rs_rsa40_4312377",FALSE
"1592","Setembrino Luz",-53.26233,-25.43786,NA,NA,"4127858","três barras do paraná","pr",-53.26233,-25.43786,"setembrinoluz","br","br_pr_setembrinoluz_4127858",FALSE
"1593","Estaleiro",-50.75191,-24.24508,NA,NA,"4117305","ortigueira","pr",-50.75191,-24.24508,"estaleiro","br","br_pr_estaleiro_4117305",FALSE
"1594","Arroio Belo 9",-50.74972,-24.05165,NA,NA,"4117305","ortigueira","pr",-50.74972,-24.05165,"arroiobelo9","br","br_pr_arroiobelo9_4117305",FALSE
"1595","SC-CL-65",-50.74951,-27.62698,NA,NA,"4216800","são josé do cerrito","sc",-50.74951,-27.62698,"sccl65","br","br_sc_sccl65_4216800",FALSE
"1596","Arroio Belo da Boa Ventura 4",-50.74859,-24.03822,NA,NA,"4117305","ortigueira","pr",-50.74859,-24.03822,"arroiobelodaboaventura4","br","br_pr_arroiobelodaboaventura4_4117305",FALSE
"1597","SC-CL-63",-50.74792,-27.59804,NA,NA,"4216800","são josé do cerrito","sc",-50.74792,-27.59804,"sccl63","br","br_sc_sccl63_4216800",FALSE
"1598","SC-CL-64",-50.74787,-27.58987,NA,NA,"4216800","são josé do cerrito","sc",-50.74787,-27.58987,"sccl64","br","br_sc_sccl64_4216800",FALSE
"1599","Arroio Belo 12",-50.747,-24.05466,NA,NA,"4117305","ortigueira","pr",-50.747,-24.05466,"arroiobelo12","br","br_pr_arroiobelo12_4117305",FALSE
"1600","Enforcado",-50.74661,-24.24746,NA,NA,"4117305","ortigueira","pr",-50.74661,-24.24746,"enforcado","br","br_pr_enforcado_4117305",FALSE
"1601","Arroio Belo da Boa Ventura 3",-50.74588,-24.03276,NA,NA,"4117305","ortigueira","pr",-50.74588,-24.03276,"arroiobelodaboaventura3","br","br_pr_arroiobelodaboaventura3_4117305",FALSE
"1602","SC-CL-83",-50.74453,-27.46904,NA,NA,"4216800","são josé do cerrito","sc",-50.74453,-27.46904,"sccl83","br","br_sc_sccl83_4216800",FALSE
