"","nome_inicial","long_inicial","lat_incial","est_inicial","mun_inicial","cod_mun","nm_mun","estado","longitude","latitude","nome","pais","id","id_duplicado"
"489","SC-CL-76",-50.6396388,-27.5072777,NA,NA,"4216800","são josé do cerrito","sc",-50.6396388,-27.5072777,"sccl76","br","br_sc_sccl76_4216800",TRUE
"490","SC-CL-71 1",-50.6288888,-27.5302777,NA,NA,"4216800","são josé do cerrito","sc",-50.6288888,-27.5302777,"sccl711","br","br_sc_sccl711_4216800",FALSE
"491","RS-RP-134",-52.69087,-29.29721,NA,NA,"4309159","gramado xavier","rs",-52.69087,-29.29721,"rsrp134","br","br_rs_rsrp134_4309159",FALSE
"492","SC-CL-71 2",-50.6276111,-27.5292777,NA,NA,"4216800","são josé do cerrito","sc",-50.6276111,-27.5292777,"sccl712","br","br_sc_sccl712_4216800",FALSE
"493","SC-CL-70",-50.627575,-27.5274611,NA,NA,"4216800","são josé do cerrito","sc",-50.627575,-27.5274611,"sccl70","br","br_sc_sccl70_4216800",TRUE
"494","SC-CL-52-a",-50.6103055,-27.6376388,NA,NA,"4216800","são josé do cerrito","sc",-50.6103055,-27.6376388,"sccl52a","br","br_sc_sccl52a_4216800",FALSE
"495","SC-CL-97",-50.5703611,-27.5976388,NA,NA,"4216800","são josé do cerrito","sc",-50.5703611,-27.5976388,"sccl97","br","br_sc_sccl97_4216800",FALSE
"496","SC-CL- 96",-50.5651111,-27.59925,NA,NA,"4216800","são josé do cerrito","sc",-50.5651111,-27.59925,"sccl96","br","br_sc_sccl96_4216800",FALSE
"497","SC-CL-42",-50.5401944,-27.7023222,NA,NA,"4216800","são josé do cerrito","sc",-50.5401944,-27.7023222,"sccl42","br","br_sc_sccl42_4216800",TRUE
"498","SC-CL-41",-50.3733033,-27.72,NA,NA,"4204558","correia pinto","sc",-50.3733033,-27.72,"sccl41","br","br_sc_sccl41_4204558",FALSE
"499","anderman urubici 21",-49.5765883,-27.9903543,NA,NA,"4218905","urubici","sc",-49.5765883,-27.9903543,"andermanurubici21","br","br_sc_andermanurubici21_4218905",FALSE
"500","bonin urubici 31",-49.5496356,-27.9985298,NA,NA,"4218905","urubici","sc",-49.5496356,-27.9985298,"boninurubici31","br","br_sc_boninurubici31_4218905",FALSE
"501","mazzon 2",-49.5448832,-28.0010699,NA,NA,"4218905","urubici","sc",-49.5448832,-28.0010699,"mazzon2","br","br_sc_mazzon2_4218905",TRUE
"502","RS-RP-141",-52.68852,-29.50816,NA,NA,"4322533","vale do sol","rs",-52.68852,-29.50816,"rsrp141","br","br_rs_rsrp141_4322533",FALSE
"503","Maracaju 1",-55.39,-21.774,NA,NA,"5005400","maracaju","ms",-55.39,-21.774,"maracaju1","br","br_ms_maracaju1_5005400",FALSE
"504","Rio Amambai 1",-55.164,-23.964,"MS",NA,"5007703","sete quedas","ms",-55.164,-23.964,"rioamambai1","br","br_ms_rioamambai1_5007703",FALSE
"505","Linha Uruguay Sul 1",-55.05,-27.817,NA,NA,"4315008","porto lucena","rs",-55.05,-27.817,"linhauruguaysul1","br","br_rs_linhauruguaysul1_4315008",FALSE
"506","Barra do Santo Cristo 1",-54.72,-27.568,"RS",NA,"4315057","porto mauá","rs",-54.72,-27.568,"barradosantocristo1","br","br_rs_barradosantocristo1_4315057",FALSE
"507","Itajuba 1",-54.668,-27.544,"RS",NA,"4315057","porto mauá","rs",-54.668,-27.544,"itajuba1","br","br_rs_itajuba1_4315057",FALSE
"508","Tres Bocas 2",-54.656,-27.529,NA,NA,"4315057","porto mauá","rs",-54.656,-27.529,"tresbocas2","br","br_rs_tresbocas2_4315057",FALSE
"509","PR-FI-22",-54.603,-25.445,"PR",NA,"4108304","foz do iguaçu","pr",-54.603,-25.445,"prfi22","br","br_pr_prfi22_4108304",FALSE
"510","Rio Dois Irmaos",-54.578,-25.397,NA,NA,"4108304","foz do iguaçu","pr",-54.578,-25.397,"riodoisirmaos","br","br_pr_riodoisirmaos_4108304",FALSE
"511","Fazenda Do Carlota 4",-54.574,-25.545,NA,NA,"4108304","foz do iguaçu","pr",-54.574,-25.545,"fazendadocarlota4","br","br_pr_fazendadocarlota4_4108304",FALSE
"512","Lagoa Seca",-54.509,-25.463,NA,NA,"4108304","foz do iguaçu","pr",-54.509,-25.463,"lagoaseca","br","br_pr_lagoaseca_4108304",FALSE
"513","RS-RP-138",-52.68663,-29.44373,NA,NA,"4309571","herveiras","rs",-52.68663,-29.44373,"rsrp138","br","br_rs_rsrp138_4309571",FALSE
"514","PR-FI-98",-54.484,-25.285,"PR",NA,"4108304","foz do iguaçu","pr",-54.484,-25.285,"prfi98","br","br_pr_prfi98_4108304",FALSE
"515","PR-FI-100",-54.48,-25.27,"PR",NA,"4108304","foz do iguaçu","pr",-54.48,-25.27,"prfi100","br","br_pr_prfi100_4108304",FALSE
"516","PR-FI-97",-54.48,-25.28,"PR",NA,"4108304","foz do iguaçu","pr",-54.48,-25.28,"prfi97","br","br_pr_prfi97_4108304",FALSE
"517","PR-FI-99",-54.48,-25.25,"PR",NA,"4108304","foz do iguaçu","pr",-54.48,-25.25,"prfi99","br","br_pr_prfi99_4108304",FALSE
"518","Borevi 2",-54.478,-25.269,NA,NA,"4108304","foz do iguaçu","pr",-54.478,-25.269,"borevi2","br","br_pr_borevi2_4108304",FALSE
"519","Fazenda Do Carlota 2",-54.472,-25.52,NA,NA,"4124053","santa terezinha de itaipu","pr",-54.472,-25.52,"fazendadocarlota2","br","br_pr_fazendadocarlota2_4124053",FALSE
"520","PR-FI-140",-54.46,-25.2,"PR",NA,"4110953","itaipulândia","pr",-54.46,-25.2,"prfi140","br","br_pr_prfi140_4110953",FALSE
"521","PR-FI-104",-54.459,-25.197,"PR",NA,"4110953","itaipulândia","pr",-54.459,-25.197,"prfi104","br","br_pr_prfi104_4110953",FALSE
"522","Borevi 1",-54.456,-25.396,NA,NA,"4124053","santa terezinha de itaipu","pr",-54.456,-25.396,"borevi1","br","br_pr_borevi1_4124053",FALSE
"523","PR-FI-103",-54.45,-25.2,"PR",NA,"4110953","itaipulândia","pr",-54.45,-25.2,"prfi103","br","br_pr_prfi103_4110953",FALSE
"524","RS-RP-129",-52.67563,-29.30347,NA,NA,"4309159","gramado xavier","rs",-52.67563,-29.30347,"rsrp129","br","br_rs_rsrp129_4309159",FALSE
"525","Paineira",-54.442,-25.208,NA,NA,"4110953","itaipulândia","pr",-54.442,-25.208,"paineira","br","br_pr_paineira_4110953",FALSE
"526","PR-FI-127",-54.41,-24.93,"PR",NA,"4123501","santa helena","pr",-54.41,-24.93,"prfi127","br","br_pr_prfi127_4123501",FALSE
"527","Porto Estamata",-54.388,-25.172,NA,NA,"4110953","itaipulândia","pr",-54.388,-25.172,"portoestamata","br","br_pr_portoestamata_4110953",FALSE
"528","Cafezal 2",-54.369,-25.238,NA,NA,"4125704","são miguel do iguaçu","pr",-54.369,-25.238,"cafezal2","br","br_pr_cafezal2_4125704",FALSE
"529","PR-FI-118",-54.359,-24.78,"PR",NA,"4123501","santa helena","pr",-54.359,-24.78,"prfi118","br","br_pr_prfi118_4123501",FALSE
"530","Foz do Bela Vista 1",-54.356,-25.39,NA,NA,"4125704","são miguel do iguaçu","pr",-54.356,-25.39,"fozdobelavista1","br","br_pr_fozdobelavista1_4125704",FALSE
"531","PR-FI-112",-54.35,-24.75,"PR",NA,"4123501","santa helena","pr",-54.35,-24.75,"prfi112","br","br_pr_prfi112_4123501",FALSE
"532","Fazenda Do Carlota 1",-54.325,-25.299,NA,NA,"4125704","são miguel do iguaçu","pr",-54.325,-25.299,"fazendadocarlota1","br","br_pr_fazendadocarlota1_4125704",FALSE
"533","PR-FO-6",-54.265,-24.076,"PR",NA,"4108809","guaíra","pr",-54.265,-24.076,"prfo6","br","br_pr_prfo6_4108809",FALSE
"534","PR-FO-3",-54.254,-24.077,"PR",NA,"4108809","guaíra","pr",-54.254,-24.077,"prfo3","br","br_pr_prfo3_4108809",FALSE
"535","RS-RP-143",-52.67323,-29.5605,NA,NA,"4322533","vale do sol","rs",-52.67323,-29.5605,"rsrp143","br","br_rs_rsrp143_4322533",FALSE
"536","RS-SM-7",-54.25,-29.55,"RS",NA,"4319406","são pedro do sul","rs",-54.25,-29.55,"rssm7","br","br_rs_rssm7_4319406",FALSE
"537","PR-FO-4",-54.25,-24.07,"PR",NA,"4108809","guaíra","pr",-54.25,-24.07,"prfo4","br","br_pr_prfo4_4108809",FALSE
"538","Sete Quedas 3",-54.247,-24.077,NA,NA,"4108809","guaíra","pr",-54.247,-24.077,"setequedas3","br","br_pr_setequedas3_4108809",FALSE
"539","IBM-14",-54.22,-29.55,"RS",NA,"4319406","são pedro do sul","rs",-54.22,-29.55,"ibm14","br","br_rs_ibm14_4319406",FALSE
"540","RS-VZ-52",-54.07,-27.3,"RS",NA,"4307450","esperança do sul","rs",-54.07,-27.3,"rsvz52","br","br_rs_rsvz52_4307450",FALSE
"541","Alto Para 46",-54.042,-23.597,"MS",NA,"5004601","itaquiraí","ms",-54.042,-23.597,"altopara46","br","br_ms_altopara46_5004601",FALSE
"542","Taquapelagai",-54.03,-25.501,NA,NA,"4126355","serranópolis do iguaçu","pr",-54.03,-25.501,"taquapelagai","br","br_pr_taquapelagai_4126355",FALSE
"543","RS-VZ-43",-53.74,-27.34,"RS",NA,"4321402","tenente portela","rs",-53.74,-27.34,"rsvz43","br","br_rs_rsvz43_4321402",TRUE
"544","Jaboticaba 1",-53.733,-27.167,"RS",NA,"4208401","itapiranga","sc",-53.733,-27.167,"jaboticaba1","br","br_sc_jaboticaba1_4208401",FALSE
"545","Rio Uruguai",-53.73,-27.17,"SC",NA,"4208401","itapiranga","sc",-53.73,-27.17,"riouruguai","br","br_sc_riouruguai_4208401",FALSE
"546","RS-RP-103",-52.67321,-29.5751,NA,NA,"4322533","vale do sol","rs",-52.67321,-29.5751,"rsrp103","br","br_rs_rsrp103_4322533",FALSE
"547","Rio Ivinhema 1",-53.715,-23.244,"MS",NA,"5005707","naviraí","ms",-53.715,-23.244,"rioivinhema1","br","br_ms_rioivinhema1_5005707",FALSE
"548","Arnildo Drew",-53.644,-29.678,"RS",NA,"4316907","santa maria","rs",-53.644,-29.678,"arnildodrew","br","br_rs_arnildodrew_4316907",FALSE
"549","Albino Mazzari",-53.6,-29.48,"RS",NA,"4310751","ivorá","rs",-53.6,-29.48,"albinomazzari","br","br_rs_albinomazzari_4310751",FALSE
"550","Emilio Kieffer",-53.555,-29.659,"RS",NA,"4320651","silveira martins","rs",-53.555,-29.659,"emiliokieffer","br","br_rs_emiliokieffer_4320651",FALSE
"551","Elias Dal Pra",-53.55,-29.689,"RS",NA,"4320651","silveira martins","rs",-53.55,-29.689,"eliasdalpra","br","br_rs_eliasdalpra_4320651",FALSE
"552","RS-MJ-50b",-53.55,-29.689,"RS",NA,"4320651","silveira martins","rs",-53.55,-29.689,"rsmj50b","br","br_rs_rsmj50b_4320651",FALSE
"553","Eri Rampellotto",-53.536,-29.532,"RS",NA,"4308003","faxinal do soturno","rs",-53.536,-29.532,"erirampellotto","br","br_rs_erirampellotto_4308003",FALSE
"554","Cerro do Tope",-53.49,-29.52,"RS",NA,"4313102","nova palma","rs",-53.49,-29.52,"cerrodotope","br","br_rs_cerrodotope_4313102",FALSE
"555","Varzea dos Bugres",-53.48,-29.52,"RS",NA,"4313102","nova palma","rs",-53.48,-29.52,"varzeadosbugres","br","br_rs_varzeadosbugres_4313102",FALSE
"556","Barra Escondida I",-53.433,-27.133,"SC",NA,"4211009","mondaí","sc",-53.433,-27.133,"barraescondidai","br","br_sc_barraescondidai_4211009",FALSE
"557","Olaria 1",-54.54729,-25.47534,NA,NA,"4108304","foz do iguaçu","pr",-54.54729,-25.47534,"olaria1","br","br_pr_olaria1_4108304",FALSE
"558","RS-RP-135",-52.66934,-29.29028,NA,NA,"4309159","gramado xavier","rs",-52.66934,-29.29028,"rsrp135","br","br_rs_rsrp135_4309159",FALSE
"559","Itapiranga",-53.417,-27.2,"SC",NA,"4323101","vicente dutra","rs",-53.417,-27.2,"itapiranga","br","br_rs_itapiranga_4323101",FALSE
"560","Joao B Cantarelli",-53.383,-29.824,"RS",NA,"4315503","restinga sêca","rs",-53.383,-29.824,"joaobcantarelli","br","br_rs_joaobcantarelli_4315503",FALSE
"561","Arldo M Silva",-53.38,-29.85,"RS",NA,"4315503","restinga sêca","rs",-53.38,-29.85,"arldomsilva","br","br_rs_arldomsilva_4315503",FALSE
"562","MT-IV-2",-53.333,-23.667,NA,NA,"4128104","umuarama","pr",-53.333,-23.667,"mtiv2","br","br_pr_mtiv2_4128104",FALSE
"563","Lincoln Steuergel",-53.332,-29.417,"RS",NA,"4313102","nova palma","rs",-53.332,-29.417,"lincolnsteuergel","br","br_rs_lincolnsteuergel_4313102",FALSE
"564","MS-IV-1",-53.33,-22.72,"MS",NA,"5007976","taquarussu","ms",-53.33,-22.72,"msiv1","br","br_ms_msiv1_5007976",FALSE
"565","MS-IV-2",-53.32,-22.71,"MS",NA,"5007976","taquarussu","ms",-53.32,-22.71,"msiv2","br","br_ms_msiv2_5007976",FALSE
"566","Jeronimo Rodrigues",-53.249,-29.761,"RS",NA,"4300109","agudo","rs",-53.249,-29.761,"jeronimorodrigues","br","br_rs_jeronimorodrigues_4300109",FALSE
"567","Toto",-53.249,-29.761,"RS",NA,"4300109","agudo","rs",-53.249,-29.761,"toto","br","br_rs_toto_4300109",FALSE
"568","Capane 3",-53.17,-29.836,"RS",NA,"4315503","restinga sêca","rs",-53.17,-29.836,"capane3","br","br_rs_capane3_4315503",FALSE
"569","RS-RP-164",-52.66577,-29.43987,NA,NA,"4309571","herveiras","rs",-52.66577,-29.43987,"rsrp164","br","br_rs_rsrp164_4309571",FALSE
"570","Valdeci Scapini",-53.13,-29.42,"RS",NA,"4309753","ibarama","rs",-53.13,-29.42,"valdeciscapini","br","br_rs_valdeciscapini_4309753",FALSE
"571","Caxambu do Sul 1",-53.083,-27.117,"SC",NA,"4212106","palmitos","sc",-53.083,-27.117,"caxambudosul1","br","br_sc_caxambudosul1_4212106",FALSE
"572","Joao A Guarantier",-53.033,-27.083,"SC",NA,"4300505","alpestre","rs",-53.033,-27.083,"joaoaguarantier","br","br_rs_joaoaguarantier_4300505",FALSE
"573","Sao Carlos",-53.017,-27.1,"SC",NA,"4200507","águas de chapecó","sc",-53.017,-27.1,"saocarlos","br","br_sc_saocarlos_4200507",FALSE
"574","Baia da Onca 1",-52.925,-22.398,"MS",NA,"5000807","anaurilândia","ms",-52.925,-22.398,"baiadaonca1","br","br_ms_baiadaonca1_5000807",FALSE
"575","Jose Vieira",-52.908,-23.363,NA,NA,"4105607","cidade gaúcha","pr",-52.908,-23.363,"josevieira","br","br_pr_josevieira_4105607",FALSE
"576","Bento Prestes",-52.892,-30.845,"RS",NA,"4306908","encruzilhada do sul","rs",-52.892,-30.845,"bentoprestes","br","br_rs_bentoprestes_4306908",FALSE
"577","Jose Vieira",-52.89,-23.27,"PR",NA,"4100905","amaporã","pr",-52.89,-23.27,"josevieira","br","br_pr_josevieira_4100905",FALSE
"578","Lagoa do Custodio 1",-52.869,-22.384,NA,NA,"5000807","anaurilândia","ms",-52.869,-22.384,"lagoadocustodio1","br","br_ms_lagoadocustodio1_5000807",FALSE
"579","MS-PR-86",-52.86,-22.38,"MS",NA,"5000807","anaurilândia","ms",-52.86,-22.38,"mspr86","br","br_ms_mspr86_5000807",FALSE
"580","RS-RP-107",-52.66314,-29.30658,NA,NA,"4309159","gramado xavier","rs",-52.66314,-29.30658,"rsrp107","br","br_rs_rsrp107_4309159",FALSE
"581","Pesqueiro Barragem de Rosa",-52.856,-22.641,NA,NA,"4107108","diamante do norte","pr",-52.856,-22.641,"pesqueirobarragemderosa","br","br_pr_pesqueirobarragemderosa_4107108",FALSE
"582","Rio Pardo 4",-52.785,-22.186,"MS",NA,"5000807","anaurilândia","ms",-52.785,-22.186,"riopardo4","br","br_ms_riopardo4_5000807",FALSE
"583","PR-QN-2",-52.77,-23.27,"PR",NA,"4115903","mirador","pr",-52.77,-23.27,"prqn2","br","br_pr_prqn2_4115903",FALSE
"584","Ribeirao Quiteroi 6",-52.703,-22.136,"MS",NA,"5000807","anaurilândia","ms",-52.703,-22.136,"ribeiraoquiteroi6","br","br_ms_ribeiraoquiteroi6_5000807",FALSE
"585","Aurelio C Berrdes",-52.681,-29.729,NA,NA,"4304200","candelária","rs",-52.681,-29.729,"aureliocberrdes","br","br_rs_aureliocberrdes_4304200",FALSE
"586","Reildo Kappel",-52.681,-29.729,NA,NA,"4304200","candelária","rs",-52.681,-29.729,"reildokappel","br","br_rs_reildokappel_4304200",FALSE
"587","RS-MJ-90",-52.681,-29.729,"RS",NA,"4304200","candelária","rs",-52.681,-29.729,"rsmj90","br","br_rs_rsmj90_4304200",FALSE
"588","RS-SM-5",-52.681,-29.729,"RS",NA,"4304200","candelária","rs",-52.681,-29.729,"rssm5","br","br_rs_rssm5_4304200",FALSE
"589","Quiteroi 5",-52.661,-22.159,"MS",NA,"5000807","anaurilândia","ms",-52.661,-22.159,"quiteroi5","br","br_ms_quiteroi5_5000807",FALSE
"590","Ribeirao Quiteroi 1",-52.628,-22.207,"MS",NA,"5000807","anaurilândia","ms",-52.628,-22.207,"ribeiraoquiteroi1","br","br_ms_ribeiraoquiteroi1_5000807",FALSE
"591","RS-RP-132",-52.65965,-29.50884,NA,NA,"4320677","sinimbu","rs",-52.65965,-29.50884,"rsrp132","br","br_rs_rsrp132_4320677",FALSE
"592","Rio Pardo 7",-52.621,-21.707,"MS",NA,"5007554","santa rita do pardo","ms",-52.621,-21.707,"riopardo7","br","br_ms_riopardo7_5007554",FALSE
"593","PR-ST-1",-52.6,-23.32,"PR",NA,"4125555","são manoel do paraná","pr",-52.6,-23.32,"prst1","br","br_pr_prst1_4125555",FALSE
"594","PR-FL-05",-52.591,-23.316,"PR",NA,"4118006","paraíso do norte","pr",-52.591,-23.316,"prfl05","br","br_pr_prfl05_4118006",FALSE
"595","SC-VP-38",-52.508,-27.271,"SC",NA,"4310702","itatiba do sul","rs",-52.508,-27.271,"scvp38","br","br_rs_scvp38_4310702",FALSE
"596","MS-PD-6",-52.5,-21.703,"MS",NA,"5001904","bataguassu","ms",-52.5,-21.703,"mspd6","br","br_ms_mspd6_5001904",FALSE
"597","MT-IV-1",-52.5,-23.5,NA,NA,"4126108","são tomé","pr",-52.5,-23.5,"mtiv1","br","br_pr_mtiv1_4126108",FALSE
"598","Porto de Areia 2",-52.5,-23.501,NA,NA,"4126108","são tomé","pr",-52.5,-23.501,"portodeareia2","br","br_pr_portodeareia2_4126108",FALSE
"599","Rancho Leoncio 2",-52.5,-23.5,NA,NA,"4126108","são tomé","pr",-52.5,-23.5,"rancholeoncio2","br","br_pr_rancholeoncio2_4126108",FALSE
"600","Rio Condor 3",-52.5,-23.5,NA,NA,"4126108","são tomé","pr",-52.5,-23.5,"riocondor3","br","br_pr_riocondor3_4126108",FALSE
"601","Rio Condor 5",-52.5,-23.5,NA,NA,"4126108","são tomé","pr",-52.5,-23.5,"riocondor5","br","br_pr_riocondor5_4126108",FALSE
"602","RS-RP-139",-52.65788,-29.46592,NA,NA,"4309571","herveiras","rs",-52.65788,-29.46592,"rsrp139","br","br_rs_rsrp139_4309571",FALSE
"603","Sitio Geraldo",-52.5,-23.5,NA,NA,"4126108","são tomé","pr",-52.5,-23.5,"sitiogeraldo","br","br_pr_sitiogeraldo_4126108",FALSE
"604","Ribeirao Quiteroizinho 1",-52.493,-22.113,"MS",NA,"5000807","anaurilândia","ms",-52.493,-22.113,"ribeiraoquiteroizinho1","br","br_ms_ribeiraoquiteroizinho1_5000807",FALSE
"605","Corrego Uere",-52.431,-21.703,NA,NA,"5001904","bataguassu","ms",-52.431,-21.703,"corregouere","br","br_ms_corregouere_5001904",FALSE
"606","Corrego Caraguata 2",-52.421,-21.94,NA,NA,"5001904","bataguassu","ms",-52.421,-21.94,"corregocaraguata2","br","br_ms_corregocaraguata2_5001904",FALSE
"607","PSGPA-04",-52.405,-31.49,"RS",NA,"4301073","arroio do padre","rs",-52.405,-31.49,"psgpa04","br","br_rs_psgpa04_4301073",FALSE
"608","Ribes",-52.405,-31.503,NA,NA,"4314407","pelotas","rs",-52.405,-31.503,"ribes","br","br_rs_ribes_4314407",FALSE
"609","Lagoa 1",-52.399,-22.097,"MS",NA,"5000807","anaurilândia","ms",-52.399,-22.097,"lagoa1","br","br_ms_lagoa1_5000807",FALSE
"610","Lagoa Ariranha 1",-52.399,-22.097,"MS",NA,"5000807","anaurilândia","ms",-52.399,-22.097,"lagoaariranha1","br","br_ms_lagoaariranha1_5000807",FALSE
"611","Quiteroi 1",-52.399,-22.097,"MS",NA,"5000807","anaurilândia","ms",-52.399,-22.097,"quiteroi1","br","br_ms_quiteroi1_5000807",FALSE
"612","Corrego S Lourenco 1",-52.377,-22.018,"MS",NA,"5001904","bataguassu","ms",-52.377,-22.018,"corregoslourenco1","br","br_ms_corregoslourenco1_5001904",FALSE
"613","RS-RP-14",-52.65695,-29.29251,NA,NA,"4309159","gramado xavier","rs",-52.65695,-29.29251,"rsrp14","br","br_rs_rsrp14_4309159",FALSE
"614","Restaurante Ivai 2",-52.333,-23.501,NA,NA,"4125308","são jorge do ivaí","pr",-52.333,-23.501,"restauranteivai2","br","br_pr_restauranteivai2_4125308",FALSE
"615","Segunda Corredeira",-52.333,-23.5,NA,NA,"4125308","são jorge do ivaí","pr",-52.333,-23.5,"segundacorredeira","br","br_pr_segundacorredeira_4125308",FALSE
"616","PR-FL-13",-52.321,-23.549,"PR",NA,"4125308","são jorge do ivaí","pr",-52.321,-23.549,"prfl13","br","br_pr_prfl13_4125308",FALSE
"617","PR-FL-15",-52.32,-23.54,"PR",NA,"4125308","são jorge do ivaí","pr",-52.32,-23.54,"prfl15","br","br_pr_prfl15_4125308",FALSE
"618","PR-FL-21",-52.28,-23.58,"PR",NA,"4107306","doutor camargo","pr",-52.28,-23.58,"prfl21","br","br_pr_prfl21_4107306",FALSE
"619","PR-FL-23",-52.28,-23.6,"PR",NA,"4107306","doutor camargo","pr",-52.28,-23.6,"prfl23","br","br_pr_prfl23_4107306",FALSE
"620","Fazenda Soares",-52.222,-31.847,"RS",NA,NA,NA,NA,-52.222,-31.847,"fazendasoares","br","br_NA_fazendasoares_NA",FALSE
"621","PS-03",-52.195,-31.711,"RS",NA,"4314407","pelotas","rs",-52.195,-31.711,"ps03","br","br_rs_ps03_4314407",FALSE
"622","Camping",-52.174,-31.712,NA,NA,"4314407","pelotas","rs",-52.174,-31.712,"camping","br","br_rs_camping_4314407",FALSE
"623","PS-02",-52.174,-31.698,"RS",NA,"4314407","pelotas","rs",-52.174,-31.698,"ps02","br","br_rs_ps02_4314407",FALSE
"624","RS-RP-33",-52.65214,-29.52699,NA,NA,"4322533","vale do sol","rs",-52.65214,-29.52699,"rsrp33","br","br_rs_rsrp33_4322533",FALSE
"625","RS-T-101",-52.15,-29.24,"RS",NA,"4321626","travesseiro","rs",-52.15,-29.24,"rst101","br","br_rs_rst101_4321626",FALSE
"626","RS-T-114",-52.12,-29.289,NA,NA,"4312054","marques de souza","rs",-52.12,-29.289,"rst114","br","br_rs_rst114_4312054",FALSE
"627","RS-T-114",-52.119,-29.277,"RS",NA,"4321626","travesseiro","rs",-52.119,-29.277,"rst114","br","br_rs_rst114_4321626",FALSE
"628","Alto Para 8",-52.106,-21.541,"MS",NA,"5002308","brasilândia","ms",-52.106,-21.541,"altopara8","br","br_ms_altopara8_5002308",FALSE
"629","MS-PR-40",-52.073,-21.503,"MS",NA,"5002308","brasilândia","ms",-52.073,-21.503,"mspr40","br","br_ms_mspr40_5002308",FALSE
"630","MS-PR-41",-52.067,-21.492,"MS",NA,"5002308","brasilândia","ms",-52.067,-21.492,"mspr41","br","br_ms_mspr41_5002308",FALSE
"631","MS-PR-35",-52.058,-21.631,"MS",NA,"5007554","santa rita do pardo","ms",-52.058,-21.631,"mspr35","br","br_ms_mspr35_5007554",FALSE
"632","Ilha Agua Limpa 1",-52.028,-21.44,NA,NA,"5002308","brasilândia","ms",-52.028,-21.44,"ilhaagualimpa1","br","br_ms_ilhaagualimpa1_5002308",FALSE
"633","MS-PR-48",-52.019,-21.417,"MS",NA,"5002308","brasilândia","ms",-52.019,-21.417,"mspr48","br","br_ms_mspr48_5002308",FALSE
"634","Rio Taquari 1",-52.019,-21.417,"MS",NA,"5002308","brasilândia","ms",-52.019,-21.417,"riotaquari1","br","br_ms_riotaquari1_5002308",FALSE
"635","RS-RP-149",-52.64969,-29.56708,NA,NA,"4322533","vale do sol","rs",-52.64969,-29.56708,"rsrp149","br","br_rs_rsrp149_4322533",FALSE
"636","Rio Taquari 4",-52.019,-21.417,"MS",NA,"5002308","brasilândia","ms",-52.019,-21.417,"riotaquari4","br","br_ms_riotaquari4_5002308",FALSE
"637","Corrego Azul 1",-52.018,-21.428,NA,NA,"5002308","brasilândia","ms",-52.018,-21.428,"corregoazul1","br","br_ms_corregoazul1_5002308",FALSE
"638","MS-PR-46",-52.018,-21.427,"MS",NA,"5002308","brasilândia","ms",-52.018,-21.427,"mspr46","br","br_ms_mspr46_5002308",FALSE
"639","Alto Para 12",-51.993,-21.511,"MS",NA,"5002308","brasilândia","ms",-51.993,-21.511,"altopara12","br","br_ms_altopara12_5002308",FALSE
"640","Alto Para 14",-51.993,-21.511,"MS",NA,"5002308","brasilândia","ms",-51.993,-21.511,"altopara14","br","br_ms_altopara14_5002308",FALSE
"641","MS-PR-45",-51.98,-21.5,"MS",NA,"5002308","brasilândia","ms",-51.98,-21.5,"mspr45","br","br_ms_mspr45_5002308",FALSE
"642","Cabeceira Perdida 1",-51.971,-21.24,"MS",NA,"5002308","brasilândia","ms",-51.971,-21.24,"cabeceiraperdida1","br","br_ms_cabeceiraperdida1_5002308",FALSE
